val1,val2,val3,last_matrix,first_move_by_Q_learning,Q_table_val
2,27,4,4,0,9681.642280210304
7,48,3,1,0,0.0
-11,-50,11,2,0,0.0
-11,23,-3,2,0,9689.30284674709
7,24,7,1,3,9691.823567944792
5,-11,-3,3,1,9840.55888139888
-5,-9,3,1,0,9840.55888139888
-2,4,-2,2,2,9920.119920019999
6,-16,-2,1,2,9800.897604194965
-3,-4,3,2,0,9880.299600299879
0,8,0,2,0,9761.31552885294
-5,-10,1,4,3,9840.55888139888
2,10,-14,3,0,0.0
13,-5,1,2,1,9682.3888363128
-5,-1,-7,2,2,9721.812734337364
-2,-5,8,2,0,9800.897604194955
4,-7,2,2,2,9800.897604194899
-3,10,-3,2,1,9840.55888139888
-3,1,3,2,0,9840.55888139888
1,15,3,1,0,9761.31560988418
-4,-4,4,3,0,9840.55888139888
-4,40,-12,1,2,6131.445903861966
-11,31,-3,4,2,9721.81273998002
-2,0,-10,1,0,7840.516661284927
2,-5,0,1,0,9840.55888139888
5,-1,5,1,2,9561.996194113755
-2,0,-4,1,0,9880.299600299879
-6,65,-12,2,0,0.0
-5,-29,5,2,3,9761.31560988418
5,3,-1,4,1,9840.55888139888
3,-3,3,1,1,9840.55888139888
-1,-1,5,1,3,9880.299600299879
6,-10,-4,2,1,9800.897604194965
-1,-4,-9,3,2,-9.0
-9,11,-3,4,0,9761.315609881707
7,-15,-5,1,1,9761.31560988418
4,2,4,1,1,9840.55888139888
-3,18,-5,3,1,9800.897604194965
-7,5,-5,4,0,9761.31560988418
-5,-20,5,3,0,9800.897604194965
0,1,-4,2,1,9880.299600299879
-2,5,-2,2,1,9880.299600299879
0,15,4,3,2,9742.369567190412
-13,9,1,2,0,9620.11604377683
-5,51,-11,4,1,8417.74198461835
-1,6,3,4,0,9840.55888139888
-3,1,-1,2,0,9920.119920019999
7,-18,-3,4,1,9800.897604194965
-1,-10,5,3,1,9840.55888139888
-4,-13,8,3,0,9761.305020234518
-3,-9,-1,2,3,9800.896580163639
-5,2,-1,2,0,9880.299600299879
7,-9,-3,4,1,9800.897604194965
-17,91,-11,4,1,0.0
-2,-14,8,2,3,9800.897604194965
1,1,-5,1,1,9840.55888139888
0,19,-6,2,2,9721.81273998002
2,34,10,3,1,7060.171510499073
-4,-4,-8,3,1,8572.900547884823
-4,54,-6,4,2,0.0
6,15,8,4,1,8470.741005099535
0,-4,4,3,1,9880.299600299879
5,16,5,2,1,9800.897436405496
0,-5,4,3,1,9840.55888139888
5,-44,-9,4,2,0.0
3,-2,-1,4,1,9920.119920019999
1,-9,-1,4,0,9800.897604194957
4,20,4,4,0,9800.897604194965
10,-26,-6,2,0,9603.935609334338
-5,9,3,2,2,9761.31560988418
-5,40,-11,1,2,8779.99055313275
-6,-9,0,2,0,9800.897600808914
6,-27,-4,4,2,9761.31560988418
-6,29,-10,1,0,9128.639766672151
2,2,2,3,1,9920.119920019999
-2,13,6,4,2,9721.812185965377
9,-26,-3,4,2,9761.31560988418
3,19,-3,1,1,9682.3888363128
-2,28,-8,4,1,9701.198626792262
3,5,-3,3,1,9800.897604194965
1,-13,1,3,0,9721.118420268336
0,-6,6,3,1,9840.55888139888
-2,5,-4,4,2,9880.299600299879
5,-22,-1,4,2,9721.81273998002
0,14,-4,2,3,9643.20889618145
-5,-7,-1,2,0,9800.897604194965
2,21,4,2,3,9503.53218556803
-1,-11,-1,2,3,9761.13777566457
-7,-24,-1,3,2,182.43271207126995
6,-16,-8,2,1,9718.138276139387
-5,10,-3,4,0,9840.55888139888
3,12,3,1,0,9840.55888139888
-1,1,-3,1,2,9920.119920019999
-14,66,-4,2,0,0.0
-9,10,-1,4,1,9761.31560987484
-6,9,0,4,0,9800.896819852418
-1,7,7,2,0,9800.897604194965
6,75,18,2,3,0.0
-7,-35,11,3,3,0.0
-4,4,0,2,2,9880.299600299879
4,32,6,3,3,0.0
1,14,-1,1,3,9539.323057141602
0,-16,-2,2,3,8733.248897628951
-3,9,-1,1,2,9840.55888139888
-7,35,1,1,1,8020.973977144036
-2,0,8,3,0,9800.897604194965
6,10,0,3,3,9791.087706590733
6,18,6,3,1,9761.261570639672
3,33,-5,3,2,7965.837616423426
-2,-12,-6,2,0,9761.31560988418
3,-3,-1,2,2,9920.119920019999
-2,15,6,3,2,8562.83217865866
0,21,-6,3,3,9717.216274883242
-3,-9,1,3,3,9840.55888139888
-5,-7,1,3,0,9840.55888139888
3,-25,-5,2,0,8074.174825315234
-2,8,-2,1,1,9840.55888139888
2,7,2,1,0,9840.55888139888
0,-3,-8,3,0,9800.897604194965
3,6,3,2,1,9880.299600299879
3,-19,-3,2,0,9761.31560988418
0,10,6,1,0,9800.897604194965
-7,-9,-3,4,0,9721.81273998002
-3,-2,3,4,0,9880.299600299879
-3,-49,7,3,0,-9.0
-2,0,-2,3,0,9920.119920019999
5,11,5,3,1,9800.897604194965
-1,-2,1,1,1,9920.119920019999
-9,-73,9,1,1,4684.673347495076
1,-8,-1,2,0,9800.897604194965
-13,-27,-1,3,0,6112.942476795133
-3,-8,-5,3,0,9761.315608917486
5,13,-7,1,1,7277.243817331012
2,3,4,1,1,9880.299600299879
-5,23,-9,3,2,8979.268160063422
-1,-15,-7,4,3,9721.81273998002
-2,14,-2,1,1,9761.31560988418
-2,-11,-4,3,0,9761.31560988418
-2,12,-2,1,1,9800.897604194965
-1,-30,7,4,3,9682.3888363128
7,-14,-9,1,1,0.0
4,-7,-6,4,1,9800.897604194965
7,9,1,1,1,9800.897604194965
0,14,-2,2,1,9721.812701075527
2,-10,-6,1,2,9840.55888139888
-8,29,-6,4,0,9721.808494576002
-3,11,-7,3,0,9800.882899160762
10,15,4,1,1,9719.356877414504
-6,1,0,1,0,9840.55888139888
-10,-25,2,4,3,9624.370997955595
-1,-13,11,4,0,-9.99
-1,-20,-1,2,0,9261.759797817915
-2,0,2,4,0,9920.119920019999
1,75,15,3,0,0.0
9,-51,-9,4,3,9598.557114949052
0,29,8,2,3,7888.7663161800265
-5,2,-9,3,2,8615.678281615086
5,24,-1,2,3,9643.043741029012
-1,-13,3,1,2,9761.315609883988
1,7,3,2,0,9840.55888139888
1,-17,5,1,1,0.0
8,-29,-2,4,2,9721.81273992914
0,13,-8,1,2,9761.291023838912
-3,-13,-1,1,3,9752.10479007642
-5,3,-3,1,0,9840.55888139888
9,-15,-1,3,1,9761.315609301937
-3,-18,-5,3,1,9596.076132641201
0,4,0,4,0,9840.55888139888
3,4,5,1,1,9840.55888139888
-6,19,0,2,1,9721.706384826888
-13,-18,3,3,3,9004.105089598663
5,-52,-9,1,0,9394.43007121232
2,-8,2,3,2,9800.89760419496
-7,-23,3,3,0,9761.315607475462
-3,21,-11,3,0,9687.294582518596
1,2,5,2,3,9880.299600299879
0,-19,12,3,0,0.0
1,2,1,3,0,9920.119920019999
-5,0,3,1,0,9840.55888139888
-2,0,-2,4,0,9920.119920019999
3,11,11,3,3,7890.489334285754
-4,-18,2,4,1,9761.315609462814
4,-12,-4,1,1,9840.55888139888
-1,1,-3,2,2,9920.119920019999
5,19,5,2,3,9800.894134160002
4,7,2,4,3,9880.299600299879
1,0,-3,1,1,9920.119920019999
-5,8,-1,3,0,9840.55888139888
-2,-16,4,4,1,9800.897604194965
7,-18,-7,3,1,9277.004374456179
-3,-13,1,3,2,9761.315604730838
-2,7,0,2,1,9800.897604194965
5,1,3,2,1,9840.55888139888
2,-7,-6,4,2,9840.55888139888
7,-5,11,3,0,0.0
7,-5,-3,1,1,9800.897604194965
5,-6,-5,3,1,9800.897604194965
3,-10,3,3,1,9761.31560988418
1,-37,-9,2,2,-9.0
4,-35,-2,4,1,0.0
-8,0,4,2,0,9761.31560988418
9,-20,3,1,0,5397.325455151294
-6,-2,4,4,0,9800.897604194965
0,-10,2,1,0,9761.31560988418
4,63,10,3,0,4003.117917105585
-1,0,1,1,0,9960.02
1,2,7,2,3,9840.55888139888
-3,-18,7,1,3,9800.897604194735
-3,-2,-3,2,0,9840.55888139888
-4,18,-6,4,0,9800.897604194965
8,-8,-2,1,1,9800.897604194965
8,-29,0,4,2,9682.3888363128
2,18,4,3,0,9761.31560988418
-6,-4,2,1,0,9840.55888139888
-2,9,-4,1,1,9840.55888139888
6,-11,-8,4,1,9381.219043091614
-4,-23,6,2,3,9800.897604194965
-1,11,3,2,0,9761.307201756745
-3,-4,3,3,0,9880.299600299879
-1,5,-1,2,1,9840.55888139888
1,-17,9,3,1,9721.81273998002
3,-13,1,2,2,9761.31560988418
0,1,4,3,0,9880.299600299879
-1,-4,3,4,1,9880.299600299879
-8,13,-6,4,2,9721.80284109488
7,-11,-5,3,1,9761.302658779481
7,2,5,4,1,9710.690639682209
-7,26,-5,2,0,9761.315609883917
5,-5,-1,1,2,9880.299600299879
-1,8,-1,3,1,9800.897604194965
-4,-40,6,3,3,4836.973737664993
1,-7,-1,2,0,9800.897604194965
6,7,12,3,1,-9.0
9,-28,-1,3,1,9451.572713419431
5,-8,-5,1,1,9800.897604194965
1,-7,-1,1,0,9800.897604194965
-5,11,-3,4,0,9840.55888139888
3,-4,1,1,0,9840.55888139888
-4,-17,-8,3,3,0.0
0,0,-4,4,2,9920.119920019999
2,-15,-6,4,0,9800.897604194965
2,-3,-2,4,2,9920.119920019999
2,6,0,1,0,9840.55888139888
12,-10,0,1,2,7471.624727436154
10,-23,0,3,1,9368.233030222502
0,6,-8,3,1,9800.897604194965
-2,-7,-2,2,0,9800.897604194965
1,6,1,4,0,9840.55888139888
1,-3,-1,3,0,9880.299600299879
-6,-11,0,1,3,9800.897604194965
3,33,11,3,0,7841.717332287051
-5,-8,-1,3,0,9800.897604194965
-2,4,4,4,0,9840.55888139888
-5,24,-11,2,0,9682.3888363128
-1,1,-13,4,2,0.0
-2,6,2,2,0,9800.897604194924
2,6,2,4,0,9880.299600299879
4,-20,0,1,0,5412.28811801487
-5,-30,5,1,1,9761.315609882718
-7,19,-1,4,2,9761.31560988418
3,0,3,2,1,9880.299600299879
-1,-10,-9,1,3,9720.259938488869
3,-8,-9,4,2,9691.854704145033
-5,0,3,2,0,9840.55888139888
8,-16,-8,1,2,9631.903583827117
-1,9,5,3,0,9800.897601728193
-4,-11,-6,4,3,5392.704581455764
-5,-18,3,4,1,9800.897604194965
0,-33,-8,2,0,9603.777296590695
3,-3,1,2,2,9880.299600299879
-1,6,-5,4,1,9840.55888139888
-6,-73,12,3,3,0.0
-4,-4,-2,2,3,9840.55888139888
-4,-48,8,1,1,6880.594462174031
-4,4,-2,1,0,9880.299600299879
-5,40,-3,1,1,9636.056450298105
-6,-8,8,3,0,0.0
-9,-44,3,1,3,0.0
3,-2,3,4,1,9840.55888139888
-8,37,-6,2,2,8740.317990470916
-7,31,-15,2,0,0.0
6,-13,-4,4,1,9800.897604194965
3,-1,1,3,1,9880.299600299879
10,6,-4,4,3,0.0
-5,29,-7,3,2,9761.315511016233
1,6,3,2,0,9880.299600299879
-5,13,-3,3,2,9840.55888139888
-2,-5,6,1,0,9840.55888139888
2,1,-4,4,1,9840.55888139888
-4,6,-4,3,0,9840.55888139888
1,7,9,4,3,9800.897604194965
1,3,1,2,0,9880.299600299879
2,-18,-14,4,2,9643.043741029012
7,-19,-7,1,1,9624.12862222215
-9,40,-11,1,0,8806.570739519013
6,-1,-2,4,1,9840.55888139888
5,2,1,2,1,9880.299600299879
-1,7,-1,3,1,9800.897604194965
5,-18,-3,2,0,9800.897604194965
3,16,-3,4,3,9721.589933136482
-2,10,0,3,1,9761.31560986446
-8,-16,4,3,3,9761.315603514628
-3,-9,3,4,3,9880.299600299879
-3,2,-11,1,2,5469.506167127928
-10,13,-2,4,0,8359.342016857954
-6,-13,8,3,3,9721.290116984448
-5,-8,-3,1,0,9761.31560988418
-2,-9,2,3,1,9840.55888139888
-3,-19,7,3,3,9800.897604194965
-4,-30,-8,2,0,3743.449465641299
-5,-24,7,3,0,9761.31560988418
4,14,6,1,1,9800.897604194965
5,-7,-9,1,2,2808.4769154017836
-7,-13,7,2,0,9721.649892223211
-1,2,-1,2,1,9920.119920019999
-5,45,-5,1,2,8504.256782874203
-2,-9,-4,2,0,9761.31560988418
0,6,0,4,0,9800.897604146467
-2,-2,0,2,3,9920.119920019999
3,-17,-5,2,0,9800.897604194965
0,-2,2,2,1,9920.119920019999
-5,8,1,3,0,9800.897604189273
-2,12,-4,1,1,9840.55888139888
6,41,2,2,1,4177.966894072552
-4,-1,-2,4,0,9840.55888139888
5,15,-1,3,3,9721.809153692902
4,21,4,2,2,9761.315609877835
2,15,4,3,0,9800.897604194965
1,-11,-3,4,0,9800.89760404356
1,-4,5,3,1,9840.55888139888
-3,-12,-1,3,1,9761.31560988418
-4,31,0,4,3,9451.657854219444
3,-9,1,2,2,9800.897604194965
-4,6,-4,2,0,9840.55888139888
0,10,6,4,0,9800.897604194965
3,3,-1,3,3,9880.299600299879
-5,-13,1,4,3,9800.897604194965
-5,8,11,3,0,4172.2703596541205
-5,-2,-9,3,1,9115.537397465901
1,-3,1,4,2,9880.299600299879
5,12,7,1,1,9761.31560988418
3,14,3,3,0,9800.897604194965
9,-6,3,4,1,9721.787290766
4,5,-2,1,0,9800.897604194965
3,-1,5,4,1,9800.897604194965
2,1,0,1,1,9920.119920019999
-4,14,-2,1,2,9800.897604194965
4,7,0,1,3,9840.55888139888
3,-5,-3,2,1,9880.299600299879
3,-1,-3,4,1,9880.299600299879
-8,-10,4,2,3,9761.315590380607
-9,7,1,3,2,9755.641110036238
2,2,4,4,1,9880.299600299879
-5,21,-5,2,2,9800.897604194965
-1,6,7,3,0,9800.897604194945
-3,-7,3,3,3,9880.299600299879
0,3,0,4,0,9840.55888139888
6,8,0,4,1,9800.897604194965
-4,7,2,4,2,9800.897604194965
0,-9,-6,1,0,9800.897604194965
2,17,-14,1,0,0.0
1,-7,5,1,1,9800.897604194965
0,-3,0,2,0,9840.55888139888
-5,28,-7,4,0,9761.31560988418
-4,-43,8,3,3,0.0
-2,8,-10,2,0,9761.31560988418
-9,-2,3,2,0,9688.209024378966
-3,2,-3,4,0,9880.299600299879
7,-32,1,4,0,8247.79657916169
1,0,-3,2,1,9920.119920019999
0,-10,-6,4,0,9800.897604194965
6,4,-2,3,1,9800.897584999902
1,-10,1,4,2,9760.676465283761
-4,-20,6,4,3,9800.897604194965
-1,3,3,3,0,9880.299600299879
-3,-4,3,3,0,9880.299600299879
0,12,14,3,1,7905.468563922605
-3,-9,1,4,3,9840.55888139888
-6,9,-6,4,0,9761.31560988418
-1,-1,-5,3,0,9840.55888139888
4,0,2,3,1,9880.299600299879
-4,-15,8,3,0,9761.31560988418
-12,-43,4,2,1,6899.154127560975
6,37,6,3,3,9360.468109502846
2,4,0,2,3,9880.299600299879
3,6,3,4,1,9880.299600299879
4,12,-2,1,3,9761.31560988418
6,12,2,2,3,9840.55888139888
-15,-11,5,2,0,4535.581478004243
-1,-2,-1,2,0,9880.299600299879
4,-3,-4,2,1,9840.55888139888
-14,-18,0,2,3,9643.043741029012
-8,66,-8,4,1,8231.101513153017
-3,-5,5,3,0,9840.55888139888
-1,10,9,1,0,9566.774314537828
0,3,4,2,0,9880.299600299879
-2,11,6,4,0,9761.31560988418
8,7,2,1,1,9800.897604194965
3,-2,7,1,2,9761.31560988418
-2,-19,2,1,1,9681.254903008261
-4,3,-2,2,0,9880.299600299879
-11,-6,1,1,0,7255.809005348469
-5,-9,1,4,3,9840.55888139888
0,-1,6,3,1,9840.55888139888
-6,19,-6,2,0,9761.31560988418
1,10,-1,3,0,9761.301703912372
-1,33,-11,4,0,6196.191361948265
2,14,4,2,0,9800.897604194965
-8,-1,-2,1,0,9761.315519255342
2,18,4,3,0,9761.31560988418
8,-8,0,1,2,9800.897604194965
-3,12,3,3,1,9676.82916757984
-2,-2,0,2,3,9920.119920019999
-11,51,-13,2,0,0.0
-4,29,-10,4,0,9721.81273998002
-3,-26,9,2,3,9760.582107167671
-10,28,-4,3,0,9721.81273998002
2,4,4,3,1,9880.299600299879
-3,-1,3,1,0,9880.299600299879
7,-6,-9,4,3,7713.114357327482
3,-12,1,2,0,9761.279517134777
1,-1,5,3,1,9840.55888139888
7,-21,-7,2,1,9721.81273998002
-4,10,-4,4,0,9840.55888139888
-5,9,-3,2,0,9840.55888139888
1,-2,7,3,1,9800.89760334497
-2,2,6,3,0,9800.897594794289
3,-4,-9,1,1,9761.31533994995
-2,10,6,3,0,9755.493426869332
7,2,7,1,1,0.0
4,9,0,3,0,9800.897604194957
1,25,11,4,0,9682.3888363128
-3,18,1,1,0,9510.061573900315
-4,-1,-6,4,2,9761.315609884125
5,-34,-7,2,2,9761.31560988418
0,5,8,3,0,9800.897604194965
-3,-27,9,2,3,9761.31560988418
0,6,6,2,0,9840.55888139888
2,-7,2,1,1,9800.897604194955
1,-4,3,2,1,9840.55888139888
-7,-30,5,1,0,9758.850674842082
3,20,3,2,0,9761.31560988418
-5,-16,11,2,3,0.0
0,-14,4,3,1,9761.315608364193
-3,12,-3,2,1,9840.55888139888
-3,9,-1,1,2,9840.55888139888
-8,-8,4,2,0,9761.31560988418
-4,-2,2,1,0,9880.299600299879
-2,1,-4,2,0,9880.299600299879
4,-13,-6,4,1,9800.897604194965
4,-8,0,4,2,9840.55888139888
-2,-20,6,1,1,9761.31560988418
4,16,0,2,3,9761.31560988418
-2,-20,6,4,1,9761.31560988418
-3,36,-11,2,2,9682.3888363128
-2,11,-8,4,2,9800.897604194965
-1,7,-1,3,1,9800.897604194965
-2,5,-2,3,1,9880.299600299879
-8,-8,0,4,3,9800.897604194965
-1,5,-5,3,2,9880.299600299879
3,27,7,2,3,9761.31560988418
3,1,-3,4,1,9840.55888139888
4,8,8,1,1,9755.255667294083
8,-34,-6,2,2,9721.81273998002
6,-15,-2,4,1,9800.897604194965
-1,-6,3,2,1,9880.299600299879
-2,-1,2,2,0,9920.119920019999
-7,-4,-3,3,0,9760.33947832317
-1,28,-9,2,3,0.0
9,42,11,3,3,9599.904342125092
1,-5,1,4,2,9840.55888139888
-3,9,-5,1,0,9840.55888139888
8,24,4,3,1,9663.699194316405
1,-14,9,1,1,9582.767345971402
5,11,5,2,1,9800.897604194965
7,37,7,4,1,9714.578826242514
0,0,0,4,0,10000.0
-4,-1,4,1,0,9840.55888139888
5,-24,-5,1,2,9800.897604194965
-9,-19,3,2,0,9751.831537366434
4,23,-12,4,1,1875.1329400313796
-1,2,-7,1,2,9840.55888139888
-6,-12,6,1,3,9761.30504032079
10,-27,-4,2,1,7593.488393975245
8,8,4,1,1,9663.42214630268
-1,-22,7,1,1,9721.81273998002
1,10,-3,3,0,9761.31560988418
6,-8,-4,4,1,9800.897604194965
7,22,7,2,3,7116.6568209887555
1,20,9,3,3,9721.8127380949
-3,10,5,4,0,9423.902639643817
4,52,16,3,3,0.0
2,-9,-6,4,2,9840.55888139888
8,13,-6,1,0,0.0
0,-13,8,4,1,9761.31560988418
7,20,5,1,1,9760.39965807084
0,-5,0,3,0,9800.897604194965
2,4,-4,2,1,9840.55888139888
11,-8,-3,3,1,9721.81273998002
-5,-24,3,4,1,9761.31560988418
-5,44,-7,4,1,9603.335830021351
1,9,7,3,0,9800.897604194965
1,-6,1,2,0,9800.897604194965
-2,28,-8,3,1,9701.198626792262
3,-10,-7,2,1,9800.897604194965
0,-8,6,3,1,9800.897604194965
-4,-8,2,3,3,9880.299600299879
0,-7,-8,1,2,9800.897604194965
-8,7,-6,4,2,8097.949418971474
-7,75,-9,1,1,4085.483138936271
0,-1,-2,3,0,9920.119920019999
-7,-3,3,3,0,9800.881698749308
-3,6,1,4,2,9840.55888139888
-6,-8,2,3,0,9840.55888139888
4,7,-2,1,3,9800.897604194965
5,-18,-5,4,1,9800.897604194965
3,-14,-7,3,1,9800.897604194684
-3,-1,9,1,0,9759.540776231037
6,-9,0,1,1,9800.897604194965
0,18,4,1,0,9712.08674679524
5,20,5,2,1,9800.897604194965
10,19,0,2,1,8252.77836369247
-2,14,6,2,2,9652.891656555066
-9,-28,7,3,0,9679.283899964086
7,14,7,4,1,9716.701518648144
2,-21,-2,2,2,9682.3888363128
9,-18,-5,1,1,9717.323801639315
-4,-30,4,4,1,9209.51519709361
5,36,11,4,3,0.0
-8,10,4,2,2,9681.858350384366
-13,10,1,3,2,9643.043741029012
3,-6,5,2,2,9761.31560988418
3,4,5,3,1,9840.55888139888
-5,-30,1,2,0,0.0
-3,11,-3,2,1,9840.55888139888
3,0,1,4,1,9920.119920019999
-4,-10,-2,2,3,9761.315609815952
0,4,-2,3,1,9880.299600299879
-1,-9,-3,2,0,9800.897604194965
-6,36,-8,4,1,9554.148780868629
-3,4,-1,4,0,9880.299600299879
-8,-25,-4,3,3,9603.777296590695
1,8,-5,4,1,9800.897604194965
-5,3,3,2,0,9800.88779429736
-4,24,-2,3,2,8701.941916957494
5,7,-3,2,1,9761.315609880861
3,10,-5,1,1,9761.31560988418
3,9,7,4,1,9800.897604194965
-4,25,-2,4,1,9721.81273998002
-6,-23,10,2,0,9406.691080086855
3,4,3,3,1,9880.299600299879
-4,-20,6,3,3,9800.897604194965
-3,-10,7,3,0,9800.897604194965
-5,27,-3,3,2,9721.812065734417
0,4,2,3,0,9880.299600299879
3,4,-3,3,0,9800.897604194959
4,7,4,1,1,9840.55888139888
-11,-24,7,2,2,9525.479731672607
-4,-6,4,2,0,9840.55888139888
10,-36,-6,4,2,9682.3888363128
16,0,2,1,0,0.0
-3,37,-5,4,2,-9.0
2,9,-2,2,1,9761.31520931545
-1,-3,-1,3,3,9880.299600299879
0,-20,-4,2,3,9713.438152308887
4,32,8,1,3,9761.31560988418
1,-6,-3,2,0,9880.299600299879
-4,12,-2,1,2,9840.55888139888
4,2,0,2,1,9880.299600299879
-4,14,-2,1,2,9800.897604194965
-3,-17,9,3,0,9761.31560988418
6,9,2,3,1,9840.55888139888
7,9,7,4,1,9670.759177085247
10,-29,-4,2,2,9583.92427240468
-5,35,-11,4,2,8011.143269076022
-6,-13,6,2,0,9761.299700176329
7,17,7,3,1,9711.703033831884
-3,16,-3,1,1,9800.897604194965
-4,4,-4,3,0,9840.55888139888
-13,-18,7,4,0,-9.9
7,24,7,1,3,9691.823567944792
1,-3,5,3,1,9840.55888139888
2,-8,-10,4,2,9761.31560988418
8,-45,-6,4,0,9331.114792073666
-1,10,-7,1,1,9800.897604194965
0,24,-8,1,1,9721.811303309365
9,36,3,1,3,9721.812734564966
-3,-5,3,1,0,9880.299600299879
0,-10,-6,1,0,9800.897604194965
2,-2,2,3,1,9880.299600299879
-6,6,-2,1,0,9840.55888139888
-11,12,-1,2,2,9721.81273998002
1,-9,-3,1,0,9840.55888139888
0,0,8,3,3,9840.55888139888
-2,-2,4,3,0,9880.299600299879
-1,11,-9,3,1,8782.76632909884
5,-6,3,1,0,9761.31560988418
0,5,-4,3,1,9840.55888139888
6,-69,-6,2,0,0.0
-5,48,-7,2,2,7918.421368132752
4,30,10,2,0,9267.731632076742
7,-40,-5,1,0,9634.087090532208
3,6,-9,1,2,9459.830424153079
-6,-17,0,1,3,9761.209569257784
1,-3,-9,4,2,9795.948987422762
5,-6,-1,1,0,9840.55888139888
1,6,3,3,0,9880.299600299879
2,-30,-8,2,3,9682.3888363128
-1,-15,-9,2,2,9709.798366360877
1,1,-1,1,1,9920.119920019999
8,-1,0,4,1,9800.897604194965
-2,0,-4,4,0,9880.299600299879
-5,-8,1,4,0,9840.55888139888
2,-8,-4,1,2,9880.299600299879
-3,13,-1,4,2,9761.090944842748
4,7,-4,4,1,9761.315609460817
3,10,-3,1,1,9761.31560988418
-7,-58,3,4,3,0.0
-1,7,-1,4,1,9800.897604194965
2,-13,-4,4,0,9800.897604194965
-7,-72,11,2,1,0.0
-2,9,-6,2,2,9840.55888139888
-4,-8,0,3,3,9840.55888139888
-10,3,-4,4,0,9721.812739979978
-9,58,-5,4,2,0.0
0,7,-4,4,1,9840.55888139888
5,-2,-7,3,1,9609.663107196531
-1,3,-1,3,1,9880.299600299879
-1,0,-1,4,0,9960.02
6,-2,8,1,2,9643.043741029012
-1,-23,-1,3,0,7825.662098991802
1,-3,9,3,1,9661.234670306323
-1,-13,1,3,3,9721.768036183934
2,9,6,3,3,9840.55888139888
2,13,0,3,0,9721.80676386033
-4,-6,-2,4,0,9800.897604194965
2,-11,8,4,1,9716.13917653279
-3,-17,1,2,1,9721.81273998002
5,-24,-9,2,1,8141.022172663092
7,-37,-7,1,2,9721.812716529033
0,4,-4,1,1,9880.299600299879
3,20,5,1,0,9800.897604194965
6,-20,4,1,1,9643.043741029012
-10,38,-8,4,0,9643.043741029012
-8,-21,10,4,0,0.0
-4,-33,10,3,3,9721.812719323636
4,40,8,1,0,9312.645809235186
-4,21,-2,4,2,9721.81273998002
5,1,5,2,1,9800.897604194965
2,-3,0,3,0,9880.299600299879
-10,-29,2,2,1,0.0
-7,11,-3,4,0,9800.897604194965
-6,-7,4,2,3,9800.893130286484
6,-5,-6,1,1,9761.31560988418
-1,-12,-7,2,0,9761.304699199909
10,39,4,3,3,9504.421753472963
3,9,3,2,3,9880.299600299879
-5,-27,5,3,1,9761.31560988418
-8,13,-2,3,2,9800.881132355735
-7,7,1,1,2,9800.897604194965
-9,-18,3,2,3,9760.891983596792
-5,27,-9,4,2,9721.81273998002
0,9,-2,4,1,9800.897604194965
-3,-18,7,1,3,9800.897604194735
4,-19,-2,2,0,9761.313787471872
-2,37,-6,1,2,0.0
1,2,1,3,0,9920.119920019999
-4,-8,6,3,0,9800.897604194965
-3,-17,1,2,1,9721.81273998002
7,-17,-5,1,1,9761.31560988418
-1,8,-1,2,1,9800.897604194965
-11,-34,5,2,0,9642.395016112809
11,0,-1,4,1,9761.31560988418
14,0,2,4,0,0.0
5,-3,5,1,2,9761.31560988418
-5,-38,7,3,1,0.0
-4,-19,2,2,3,9761.31560979119
1,-28,5,2,2,8997.854512791762
-1,-7,7,1,3,9840.55888139888
0,4,6,1,0,9840.55888139888
8,-24,4,2,2,7313.286014054294
-1,-5,-3,3,0,9840.55888139888
5,-10,-7,1,1,9761.312396259826
11,-42,-7,4,1,8377.714354873571
10,30,8,4,1,8285.3512496313
-3,-12,1,1,1,9800.897604194965
3,-5,-9,1,1,9761.313537301936
2,-3,-4,2,1,9880.299600299879
-6,-14,8,3,0,9721.757432390446
-12,-37,6,4,0,9472.560160575964
1,20,-9,2,1,9644.482395093004
-8,8,-2,4,0,9800.897604194965
0,-10,6,1,1,9800.897604194965
-3,-17,3,3,3,9761.315221829975
-6,-20,2,2,0,9761.315593756206
2,11,-4,4,1,9755.105195091286
-2,16,4,1,3,8663.427547080171
-2,12,2,4,2,9761.31560988418
6,35,6,3,3,9761.31560988418
0,1,8,3,0,9800.897604194965
-10,18,-4,3,2,9721.810220275282
-4,-14,-2,2,1,9590.10246037953
2,8,8,2,1,9800.897604194965
4,8,4,3,1,9840.55888139888
1,-2,3,1,1,9880.299600299879
-1,-3,1,2,1,9880.299600299879
-3,-4,-7,2,0,9760.499128790008
4,24,0,3,1,9638.472986585457
5,0,-3,3,1,9840.55888139888
-5,-7,5,1,0,9800.897604194965
-3,11,-1,3,1,9800.897603850835
8,11,4,3,3,9761.31560988418
-6,47,-12,4,2,9643.043741029012
1,19,-3,3,0,9674.478098657677
8,-29,-8,4,2,9682.3888363128
-2,1,0,1,0,9920.119920019999
0,-3,-6,2,0,9840.55888139888
5,8,11,2,1,0.0
-5,-1,1,2,0,9880.299600299879
-6,-16,4,3,0,9800.897604194965
-8,-19,-4,3,1,-9.0
-8,-7,0,2,0,9800.897604194965
-3,-9,1,4,3,9840.55888139888
-6,-11,0,2,3,9800.897604194965
0,-12,-4,1,0,9800.897604194965
6,4,-2,2,1,9800.897584999902
-1,10,-5,4,1,9840.55888139888
2,8,2,2,0,9840.55888139888
