val1,val2,val3,last_matrix,first_move_by_Q_learning,Q_table_val
-4,10,-6,2,0,9800.897604194324
0,11,-12,4,1,8469.812115152336
6,-15,-2,1,1,9800.897604194965
-4,19,-4,1,1,9800.897604194965
1,-9,-3,1,0,9840.55888139888
0,2,4,3,0,9880.299600299879
2,-4,-4,1,1,9880.299600299879
-8,3,0,4,0,9800.897604194965
2,10,12,4,3,9721.600136462679
10,-45,-6,1,1,7550.675911308404
-4,12,-10,2,2,9721.81273998002
4,-2,-2,4,1,9880.299600299879
-5,-7,1,2,0,9840.55888139888
2,2,-4,4,1,9840.55888139888
-11,-3,3,2,3,-9.9
-9,-21,-3,2,2,0.0
-2,-4,-4,2,0,9840.55888139888
3,-18,-3,2,2,9761.314088652402
3,7,5,3,1,9840.55888139888
3,-1,3,4,1,9840.55888139888
0,1,4,2,0,9880.299600299879
6,-10,-2,1,1,9840.55888139888
0,6,-4,4,1,9840.55888139888
-4,-32,8,1,3,9761.314633752567
-2,-5,6,3,0,9840.55888139888
6,-8,-4,4,1,9800.897604194965
-6,-44,10,3,3,0.0
5,10,1,3,3,9840.55888139888
7,-5,5,4,1,0.0
-9,-22,1,3,0,7983.602143934644
4,7,2,1,3,9880.299600299879
3,-2,-1,3,1,9920.119920019999
-6,27,-4,4,2,9761.315605195643
4,-8,-6,4,1,9800.897604194965
0,4,0,3,0,9840.55888139888
-4,5,-2,2,0,9880.299600299879
-1,-4,3,4,1,9880.299600299879
-1,11,1,4,2,9061.86140205582
6,10,4,2,1,9800.897604194965
-6,2,-4,2,0,9800.897304032856
-1,2,-7,2,2,9840.55888139888
-1,7,1,3,2,9800.684602411875
7,-26,-7,4,2,9721.81273998002
-10,-12,-2,4,3,3637.655405764727
-4,-1,-6,4,2,9761.315609884125
-11,48,-7,2,0,8425.073867911151
-6,-2,-4,2,3,9747.828382977454
4,-51,-12,1,2,9635.098249715209
-10,-7,0,4,3,9718.050649824687
6,-21,-2,2,0,9761.31560988418
2,-6,-6,1,1,9840.55888139888
11,36,1,3,3,8190.632758548569
-4,-17,2,4,3,9761.315609858266
-6,-27,12,2,1,9512.393102337575
-7,7,-1,2,2,9840.55888139888
-5,-56,13,1,0,0.0
4,6,4,4,1,9840.55888139888
2,1,6,2,1,9840.55888139888
11,-43,-5,2,1,8720.713239149063
1,10,-5,3,1,9800.897604194965
0,4,4,3,0,9880.299600299879
-1,7,-7,4,2,9840.55888139888
3,-37,1,4,1,0.0
0,-1,4,4,1,9880.299600299879
-2,-2,2,2,0,9920.119920019999
0,30,2,2,2,0.0
-4,15,-4,3,2,9840.55888139888
3,21,1,4,3,9682.3888363128
4,9,6,4,1,9800.897604194965
11,-33,-5,1,1,0.0
-1,-24,7,1,1,9698.722951469485
-1,-32,11,2,0,9185.579358475065
8,15,2,3,3,9800.897604193653
5,-17,-3,1,0,9800.89760417511
-1,-3,7,2,3,9840.55888139888
-5,13,-3,1,2,9840.55888139888
7,-26,-1,3,2,8684.520466163185
-11,-6,-1,4,3,9721.535318777185
-10,25,-6,3,0,8675.249266566589
4,0,-4,2,1,9840.55888139888
9,-45,-11,4,1,5041.6593494457975
1,-14,-1,4,0,9721.812739923464
10,-45,-4,1,2,917.5976493749242
2,2,-4,1,1,9840.55888139888
-5,7,1,2,0,9800.897604194965
8,-20,-4,4,2,9761.315609662017
-3,4,-3,2,0,9880.299600299879
1,8,5,3,0,9840.55888139888
6,-40,-4,3,0,0.0
-2,-2,0,3,3,9920.119920019999
4,16,-4,3,0,9535.559485699845
-3,-2,1,2,0,9920.119920019999
-5,-31,5,4,3,9721.557254282874
-2,-1,6,1,0,9840.55888139888
8,25,2,4,3,9650.073197669679
0,5,0,4,0,9800.897604194965
5,4,1,3,1,9880.299600299879
2,9,2,3,0,9840.558881386885
-5,-10,3,4,0,9840.55888139888
-2,-2,4,2,0,9880.299600299879
2,-7,-6,1,2,9840.55888139888
-9,43,-13,3,0,0.0
-4,2,-4,2,0,9840.55888139888
-4,-6,2,3,0,9880.299600299879
8,-45,-8,2,2,9499.695643103563
-10,50,-8,1,1,0.0
5,26,7,1,3,9694.399728849305
5,-18,-3,1,0,9800.897604194965
-6,13,6,4,0,0.0
-9,12,3,4,0,9591.924141833388
9,14,7,1,3,8622.058309770238
-1,-6,1,1,1,9840.55888139888
0,-7,-8,2,2,9800.897604194965
-1,-30,7,1,3,9682.3888363128
-1,-1,-9,4,0,9761.315262378328
0,6,-2,2,1,9840.55888139888
3,3,-1,4,3,9880.299600299879
1,-2,5,3,1,9840.55888139888
1,5,1,1,0,9840.55888139888
0,-10,-2,1,0,9761.31427323753
11,-47,-1,2,2,-9.9
1,-5,-9,1,2,9800.897604194965
-4,6,-4,2,0,9840.55888139888
0,-7,-6,2,0,9800.897604194965
0,-1,-2,4,0,9920.119920019999
1,11,-1,2,3,9756.997569611589
-2,26,-2,3,1,9602.194998043002
-2,-8,-8,2,0,9761.31560988418
-7,23,-5,2,0,9761.31560988418
6,-13,0,4,0,9761.315602260636
-7,18,-5,2,0,9761.315609883395
2,2,0,3,3,9920.119920019999
-4,6,-6,3,0,9800.897604194965
4,-1,0,1,1,9880.299600299879
7,-25,-7,3,1,9690.70938910907
5,31,5,1,0,9709.478233906568
-2,1,-4,4,0,9880.299600299879
-1,20,-5,2,1,9408.16547479082
-4,4,6,3,0,9761.31560988418
-5,-2,5,1,0,9800.897604194965
4,-9,0,3,0,9800.897604194965
13,24,-1,1,1,8979.062619492197
5,14,5,1,1,9800.897604194965
6,28,4,3,0,9759.299555725253
-3,-13,5,3,3,9840.55888139888
12,66,4,1,2,0.0
-3,-3,-9,3,0,8632.951704077577
5,-31,-5,4,0,9291.99043810636
12,-43,-4,4,2,1934.159679855977
4,0,6,3,1,9800.897604194965
0,17,-6,1,1,9761.31560988418
-9,3,-3,2,0,9761.31518960514
0,5,-2,3,1,9840.55888139888
-1,11,-5,4,1,9800.897604194965
-9,20,-3,2,0,9761.311678720409
3,8,5,2,1,9840.55888139888
4,-3,2,4,1,9840.55888139888
1,-2,7,3,1,9800.89760334497
2,-21,-4,2,0,9711.415383956042
-1,5,-7,3,2,9840.55888139888
-8,34,-10,1,0,9643.043741029012
-14,63,-8,2,3,1413.3867513625676
2,7,-4,2,1,9800.897604194965
0,-18,2,2,1,9682.3888363128
-3,1,3,2,0,9840.55888139888
0,-5,-2,1,0,9840.55888139888
-5,9,-5,1,0,9800.897604194965
-7,5,3,2,2,9761.31560988418
2,1,-6,3,1,9800.897604194965
-6,-26,2,2,1,9720.324220590222
-2,-7,4,2,3,9880.299600299879
7,-37,-9,3,1,9681.329362959597
-6,-18,2,2,3,9800.897604194965
8,-23,-2,4,2,9745.628002910998
8,-30,-6,1,1,9721.812739006118
3,-12,3,3,0,9720.711536911464
3,14,5,2,3,9840.55888139888
1,-34,-11,4,0,0.0
-4,6,2,4,0,9800.897604194965
2,-2,-2,1,1,9920.119920019999
6,-26,-4,4,0,9761.315537493349
-1,2,3,4,0,9880.299600299879
3,-5,7,2,1,9218.29367931176
-4,-30,8,3,3,9697.014606241744
3,-16,-9,3,2,9761.306999207867
3,-9,-1,1,2,9840.55888139888
-1,7,-3,2,1,9840.55888139888
7,-22,-7,2,1,9721.805345861847
-4,26,-8,1,2,9761.315603683277
-4,-11,2,4,3,9840.55888139888
11,48,9,1,3,7518.897580150237
1,0,-3,3,1,9920.119920019999
-5,-23,1,3,1,8925.271538817178
4,10,6,1,1,9800.897604194965
-3,-4,1,3,0,9880.299600299879
7,-12,-1,3,1,9800.897604194965
4,10,4,3,1,9840.55888139888
-6,-14,2,4,0,9800.897604194965
5,25,5,3,3,9800.897604194965
-5,-5,1,2,3,9880.299600299879
6,-25,-2,4,1,9721.7350319215
1,-5,-7,2,2,9840.55888139888
-6,-17,0,2,3,9761.209569257784
-2,-6,-2,4,0,9800.897604194965
-5,-15,3,4,3,9840.55888139888
-7,16,-3,2,0,9800.897604194965
-2,7,-2,3,1,9840.55888139888
15,10,3,3,1,0.0
0,26,-4,4,0,7599.190334244054
5,-11,1,2,0,9761.313899066048
-6,11,2,2,2,9760.86341725957
6,-6,4,2,3,7565.750131454411
4,-9,2,1,0,9761.166691533761
2,21,2,4,1,9636.695956353095
2,11,0,4,0,9761.31560988418
-6,4,4,1,0,9761.315415140187
0,11,2,2,0,9761.31560988415
2,27,10,3,0,9721.81273998002
-1,20,-5,3,1,9408.16547479082
-10,-27,2,3,3,9720.511347949176
-5,54,-7,3,1,9591.919605095547
-5,-36,3,3,3,7447.069337440098
-1,20,9,2,3,-9.0
1,14,3,4,0,9761.31560988418
-8,0,-2,1,0,9800.897604194965
-1,3,-1,4,1,9880.299600299879
2,15,6,3,0,9800.897604194965
-5,25,-7,2,0,9761.31560988418
9,1,-5,1,1,9678.470161831756
2,4,2,2,3,9920.119920019999
-2,-21,4,1,2,9721.781975961778
-5,2,-3,2,0,9840.55888139888
-2,22,-2,3,1,8519.89174892469
2,2,-4,3,1,9840.55888139888
2,10,0,3,0,9761.31560988418
4,-12,2,4,2,9761.2937815356
-7,-26,5,2,0,9761.315609786549
6,3,6,3,1,9737.229560842059
8,6,2,1,1,9800.897604194965
-5,18,-1,2,1,9755.207626238918
-5,30,-9,4,2,9721.167347247683
9,-35,-7,4,3,8678.736446840318
0,-1,8,3,1,9800.897604194965
-3,-37,5,4,1,9455.466108321487
7,-26,-1,1,2,8684.520466163185
0,-9,2,3,2,9800.897604194965
-4,10,-4,2,0,9840.55888139888
-3,-9,5,4,0,9840.55888139888
3,-3,-5,2,1,9840.55888139888
-3,7,-3,4,2,9880.299600299879
-5,7,-3,3,0,9840.55888139888
-7,30,-11,4,2,0.0
0,-2,0,4,0,9880.299600299879
8,-7,-2,3,1,9800.897604194965
0,4,4,1,0,9880.299600299879
-7,23,-3,1,0,9760.791571288966
1,-5,-3,4,0,9880.299600299879
-9,-28,7,3,0,9679.283899964086
5,-19,-9,2,1,8725.891186190074
0,15,4,2,2,9742.369567190412
-1,-7,-3,3,0,9800.897604194965
-4,1,0,4,0,9880.299600299879
-4,35,-10,4,2,9721.812641615397
9,17,-1,4,1,9681.721335808037
2,-10,-2,4,0,9800.897604194965
5,4,1,1,1,9880.299600299879
1,2,1,1,0,9920.119920019999
-1,-17,-3,2,0,9259.86293067989
11,12,1,3,0,9718.466525748367
-3,-1,-1,1,0,9880.299600299879
10,15,2,3,3,9570.265183020105
1,-5,-1,3,0,9840.55888139888
-5,25,-11,2,2,9489.743805539227
-5,13,-3,4,2,9840.55888139888
-1,3,1,2,2,9880.299600299879
-2,-10,4,1,1,9840.55888139888
0,12,-10,4,1,9721.81273998002
7,-3,1,1,1,9800.897604194965
-2,7,0,4,1,9800.897604194965
-1,1,7,4,0,9800.89760419097
-4,-4,2,3,0,9880.299600299879
7,25,3,2,3,7745.625766620107
-2,13,10,3,0,9678.48952835006
-1,3,1,3,2,9880.299600299879
2,2,-4,1,1,9840.55888139888
5,9,-1,3,3,9800.897604194965
-1,15,-3,1,3,9761.311509805442
-9,-50,5,1,2,8783.90046688136
-5,0,1,4,0,9880.299600299879
1,13,3,2,0,9761.303916506287
4,21,4,2,2,9761.315609877835
9,-4,1,1,1,9761.31560988418
3,-2,-3,1,1,9880.299600299879
-1,-7,-7,3,0,9800.897604194965
1,-5,-5,3,2,9880.299600299879
-3,10,-3,2,1,9840.55888139888
4,6,2,2,1,9880.299600299879
-10,-54,6,3,3,9155.518893611263
2,-4,-6,2,1,9840.55888139888
2,-5,-2,4,0,9880.299600299879
-6,-19,4,4,0,9800.897604194965
-1,26,9,2,0,0.0
2,15,6,2,0,9800.897604194965
1,-10,-7,2,0,9800.897604194965
-2,4,2,4,0,9840.55888139888
2,-10,0,4,0,9761.315609884077
-11,-28,7,3,0,8268.829656926135
1,-1,-3,4,2,9920.119920019999
-3,7,3,1,2,9800.897602925905
-3,5,1,3,2,9840.55888139888
4,10,2,2,0,9840.55888139888
5,-13,3,3,1,9721.67482026964
-1,-10,-1,4,1,9761.31560988418
-9,-10,-1,2,0,9721.752728882588
-7,4,1,1,2,9800.897604185207
-4,-23,-8,2,0,8394.833132130205
-10,32,-6,1,2,7470.61482712003
11,44,9,3,1,9594.215844079481
-2,-2,-6,4,0,9800.897604194915
6,21,4,3,3,9800.897604194963
0,-5,0,4,0,9800.897604194965
-8,32,-6,4,2,9721.812731269134
-2,6,-2,2,1,9880.299600299879
0,3,12,3,3,0.0
-3,-7,7,1,0,9800.897604194965
-5,4,-3,2,0,9840.55888139888
2,-35,-4,4,3,2445.27426502674
-6,5,-6,4,0,9761.31560988418
6,19,4,4,1,9800.897604194965
9,22,5,1,1,9721.705863909203
5,21,3,1,3,9761.292091986235
2,15,8,2,3,9800.897604194965
1,13,-3,3,3,9761.31560988418
-9,-22,3,3,3,9753.952951892867
5,10,-7,4,3,9165.654269130246
-4,-11,2,2,3,9840.55888139888
15,2,3,1,2,0.0
7,6,1,2,1,9840.55888139888
1,-3,-1,4,0,9880.299600299879
6,14,6,4,1,9761.31560988418
-5,3,-1,1,0,9880.299600299879
-2,2,-2,4,0,9920.119920019999
5,37,9,1,3,9497.986229206079
1,3,-7,1,1,9800.897604194965
0,-14,-6,1,2,9761.315466437332
7,5,1,1,1,9840.55888139888
-9,32,-7,2,2,0.0
4,-16,0,2,2,9761.31560988418
-7,18,-3,2,0,9800.897604194965
-1,-4,-1,2,0,9840.55888139888
-3,-4,3,2,0,9880.299600299879
9,-12,-3,1,1,9761.31560988418
-9,-8,-3,1,3,9490.203354643687
2,12,-6,2,1,9761.31560988418
2,0,4,3,1,9880.299600299879
2,-6,6,3,1,9800.565805913348
-2,0,-10,2,0,7840.516661284927
15,-89,-15,1,1,241.78566085357264
10,-22,-4,4,2,7734.65925938655
-3,-16,1,3,1,9761.313684400287
10,-9,4,3,1,9643.043741029012
2,-6,0,2,0,9840.55888139888
0,-12,-2,2,0,9761.315357408981
-1,-3,-5,2,0,9840.55888139888
-5,9,-1,4,2,9840.55888139888
-5,5,-3,2,0,9840.55888139888
-4,20,-8,2,2,9761.299619240523
-3,-6,5,2,0,9840.55888139888
2,2,0,4,3,9920.119920019999
2,-12,-4,2,0,9840.55888139888
-4,-6,4,4,0,9840.55888139888
5,13,-5,3,3,9682.3888363128
-1,-7,-5,2,0,9800.897604194965
4,-5,0,2,0,9840.55888139888
0,-2,0,4,0,9880.299600299879
-7,-41,11,4,3,8643.049905643942
-2,-5,2,1,1,9880.299600299879
2,-4,-6,4,1,9840.55888139888
2,0,-8,1,1,9800.897604194965
-5,4,-9,4,0,9721.81273998002
-1,3,-1,2,1,9880.299600299879
-1,0,3,2,0,9920.119920019999
-7,-34,5,1,3,9748.304653369218
0,-2,-2,3,0,9920.119920019999
3,2,1,1,1,9920.119920019999
4,-4,-2,3,1,9880.299600299879
-8,7,0,3,0,9800.897604194965
1,19,-1,2,3,8069.355645814116
12,-7,-2,1,1,8619.417589887478
-6,-13,4,2,0,9800.897604194965
-2,-3,4,3,0,9880.299600299879
0,9,2,4,2,9800.897560731562
-7,41,-9,4,2,9601.863131124428
3,-6,1,4,2,9840.55888139888
-5,-22,7,2,0,9761.31560988418
-7,-18,3,4,0,9800.897604194965
-5,3,-1,3,0,9880.299600299879
7,18,1,1,3,9761.312898793636
-1,-17,-7,2,3,9721.802430965508
-4,7,-2,1,2,9880.299600299879
5,-6,-1,1,0,9840.55888139888
0,15,-2,2,3,9721.805179271416
12,10,6,2,1,9146.923518777872
-1,-10,7,1,1,9800.897604194965
2,-7,4,3,2,9800.897604194965
0,5,-4,2,1,9840.55888139888
7,-8,1,3,2,9761.236799144252
1,-2,9,3,1,9761.31512273354
-3,2,1,3,0,9880.299600299879
0,6,6,3,0,9840.55888139888
-5,4,-1,3,0,9880.299600299879
4,42,10,3,0,576.8845084562286
-2,-8,2,2,1,9840.55888139888
-7,27,-7,1,0,9721.81273998002
6,-13,0,4,0,9761.315602260636
1,-18,-9,4,0,9711.9944183928
-4,-22,8,2,3,9761.315326446336
0,-3,0,2,0,9840.55888139888
-2,14,-6,4,1,9800.897604194965
-4,-26,8,3,3,9761.315609427365
-7,8,-3,2,0,9800.897604194965
1,-9,1,3,0,9761.315609884015
-3,-28,-7,4,0,0.0
7,6,-1,3,1,9800.897604194899
-7,13,-1,4,2,9800.897604194864
-6,-26,4,4,1,9761.315609884176
-2,3,2,3,0,9840.55888139888
-7,-36,9,1,0,-9.9
-5,0,-5,3,0,9800.897604194965
8,-24,-6,1,1,9721.81273998002
4,18,-2,3,1,9682.3888363128
-3,3,9,2,3,8344.985595956514
-1,-5,3,1,1,9880.299600299879
-1,1,-5,4,2,9880.299600299879
7,12,5,1,3,9761.31560988418
-4,16,2,4,2,9721.81273998002
4,-25,-6,4,0,9761.31560988418
-4,11,0,4,2,9800.897604194153
-9,-2,7,2,0,0.0
-6,12,0,4,2,9800.897604194965
3,-8,-3,4,2,9880.299600299879
1,-12,9,1,3,9721.286769413835
-4,-30,2,4,1,-9.99
3,-11,7,1,1,9721.81273998002
5,4,7,1,1,8787.118169444948
0,9,0,4,0,9761.2884811726
-6,21,-8,1,2,9721.787434647196
-6,55,-10,1,2,8526.508781571813
3,8,-3,3,0,9761.315609883739
-3,-12,13,3,3,5814.616622517225
-7,5,-11,2,0,0.0
2,4,0,1,3,9880.299600299879
-9,19,-1,2,0,9011.060332998937
5,-13,1,4,2,9761.315102140612
2,0,2,1,1,9920.119920019999
11,43,7,3,3,3602.2263929715477
1,-1,3,1,1,9880.299600299879
2,11,-6,3,1,9761.315609882964
0,-2,2,4,1,9920.119920019999
7,-11,-5,1,1,9761.302658779481
7,7,-5,3,1,0.0
7,-10,-1,3,1,9800.897604194955
2,15,6,2,0,9800.897604194965
1,19,7,3,0,9605.834892405786
4,-12,-4,3,1,9840.55888139888
-7,4,-3,2,0,9800.897604194965
3,-9,-1,4,2,9840.55888139888
-9,3,-1,2,0,9800.897604194965
8,-8,-2,4,1,9800.897604194965
4,-9,-6,2,1,9800.897604194955
-8,-15,4,4,3,9758.617237832257
1,2,-1,4,0,9880.299600299879
0,4,0,3,0,9840.55888139888
6,11,2,3,3,9840.55888139888
0,4,6,2,0,9840.55888139888
5,-6,1,1,0,9800.897604194965
3,5,1,3,3,9880.299600299879
5,25,5,2,3,9800.897604194965
4,6,4,1,1,9840.55888139888
-2,1,4,4,0,9840.55888139888
-5,-8,3,3,0,9840.55888139888
-5,24,-7,2,0,9761.31560988418
-6,17,-8,2,2,8748.591625727453
5,20,7,1,3,9761.31560988418
2,7,2,3,0,9840.55888139888
-3,15,3,4,2,9721.81273998002
9,-1,1,1,2,9761.21754917037
-1,-1,-7,1,0,9800.897604194965
4,-2,0,1,1,9880.299600299879
-5,7,5,4,0,9677.8774994179
-2,-7,4,1,3,9880.299600299879
-2,4,-8,4,0,9800.897604194965
0,4,-2,1,1,9880.299600299879
5,16,1,1,1,9758.48805981177
5,-33,-7,3,2,9761.31560988418
12,44,10,3,3,0.0
-2,13,2,3,2,9714.330807189273
-1,-4,-11,2,1,0.0
0,-1,-8,4,0,9800.895678123472
2,-10,6,1,1,9761.31560988418
4,-10,-4,2,1,9840.55888139888
3,1,1,4,1,9920.119920019999
1,-3,1,4,2,9880.299600299879
2,-9,-2,2,0,9840.55888139888
0,1,-8,1,1,9800.897604194883
-4,-1,-6,4,2,9761.315609884125
10,-7,4,1,2,4610.500130654403
0,-3,2,3,1,9880.299600299879
2,-17,6,1,1,9712.078802165464
1,-2,-3,4,2,9920.119920019999
-7,32,3,1,0,0.0
7,-7,7,1,3,-9.0
-13,36,-3,2,1,8957.545352843947
-9,-6,3,3,0,9761.31560988418
-2,-16,2,2,1,9761.31560988418
3,8,-1,2,0,9800.897604194965
-2,8,-4,4,2,9880.299600299879
-17,-8,1,2,2,0.0
-7,2,7,4,1,9063.402262108388
-4,-26,4,2,1,9685.31190309573
8,-17,-6,1,1,6525.234258030279
-2,-7,12,1,0,9679.97215800147
5,-28,-5,1,2,9582.495289229284
5,23,5,2,3,9800.897604194965
-7,-18,-3,3,0,5357.161584833907
7,-24,-9,3,2,9675.434027687841
-1,3,7,3,0,9800.897604194965
-2,-26,8,1,1,9721.812431731376
-1,9,7,3,0,9727.359432940262
-5,12,-5,2,0,9800.897604194965
-2,-9,-2,4,1,9761.31560988418
2,-4,-4,3,1,9880.299600299879
-4,8,-8,2,0,9761.217995384366
2,-5,-4,4,2,9880.299600299879
4,33,14,3,3,9643.043741029012
-4,0,0,2,0,9920.119920019999
5,-19,1,2,1,8614.943272576218
2,14,4,2,0,9800.897604194965
-6,-3,-2,4,0,9800.897604194965
0,8,2,3,0,9800.897604194965
5,-16,1,4,2,9671.37604353515
12,-68,-6,4,1,1653.941896904898
4,33,12,4,0,7837.29130703251
-6,3,0,2,0,9840.55888139888
8,-8,2,3,3,9576.24786998923
0,4,4,3,0,9880.299600299879
6,14,0,3,0,9760.361261884182
-1,-14,1,1,1,9721.711257375622
8,7,4,3,1,9761.31560988418
-6,-6,-4,4,3,9761.31560988418
-4,22,6,2,2,5481.282783972833
3,-2,-7,2,1,9800.897466871987
0,10,-4,3,1,9800.897604194965
-2,38,10,3,0,0.0
-2,2,-2,2,0,9920.119920019999
-1,2,-9,3,2,9800.897604194965
-2,-19,10,1,3,9759.937007364711
-6,-13,-2,3,0,9709.033244328324
-2,7,2,2,0,9800.897604194965
-1,26,-5,3,1,0.0
-2,33,-4,1,1,0.0
6,-9,2,2,1,9761.31560988418
-3,-26,5,1,2,9713.16115427305
-1,-7,7,3,3,9840.55888139888
2,-4,-2,1,2,9920.119920019999
-3,-5,5,4,0,9840.55888139888
-10,-42,10,2,0,0.0
-3,-23,7,3,1,9761.31560988418
-1,-11,5,1,1,9800.897604194965
-9,-60,7,3,0,0.0
4,-3,-2,3,1,9880.299600299879
1,3,3,3,3,9920.119920019999
-4,-1,-2,1,0,9840.55888139888
0,0,-2,2,2,9960.02
-3,-4,3,1,0,9880.299600299879
-3,0,5,4,0,9840.55888139888
4,4,0,1,3,9880.299600299879
1,-1,1,3,1,9920.119920019999
-2,-12,-6,2,0,9761.31560988418
7,-35,-5,4,2,9761.31560988418
-6,-6,0,1,3,9840.55888139888
6,12,2,2,3,9840.55888139888
-10,16,-2,1,0,9744.833531410988
-3,12,-3,2,1,9840.55888139888
2,-23,-6,4,0,9696.858806119433
-2,-8,2,3,1,9840.55888139888
9,0,-3,1,1,8740.867182464923
-1,26,-5,1,1,0.0
14,26,-2,3,1,9525.479731666812
0,0,4,3,3,9920.119920019999
8,-17,-6,4,1,6525.234258030279
-4,-14,10,4,0,9721.81273998002
6,11,0,1,3,9800.897604194965
0,-6,6,4,1,9840.55888139888
-6,4,4,3,0,9761.315415140187
11,-17,-5,2,1,0.0
6,1,0,1,1,9840.55888139888
-4,-5,4,2,0,9840.55888139888
4,14,6,3,1,9800.897604194965
-4,3,-2,1,0,9880.299600299879
-2,26,-10,1,2,8735.293377636963
-4,10,-2,2,1,9840.55888139888
4,-12,6,3,2,9031.594994066574
2,-1,4,3,1,9840.55888139888
10,-70,-4,1,2,0.0
-9,10,1,2,0,9719.836278752073
-5,-14,7,2,3,9745.989931000837
-6,-15,-8,2,0,0.0
-1,-3,7,4,3,9840.55888139888
-1,-4,1,3,1,9880.299600299879
2,-1,0,4,1,9920.119920019999
3,-6,-3,2,1,9880.299600299879
-6,1,-2,1,0,9840.55888139888
1,24,-1,1,3,9603.777296454778
0,-31,-10,4,0,0.0
5,-16,-9,3,2,9721.81273998002
1,-1,1,2,1,9920.119920019999
-11,-39,7,3,3,2526.6576267807213
-1,11,1,2,2,9061.86140205582
3,-9,3,1,1,9760.707846942
-6,7,-2,1,0,9840.55888139888
-5,-7,1,4,0,9840.55888139888
1,6,5,3,0,9840.55888139888
3,-12,-9,3,1,9761.31560988418
-5,5,3,4,2,9800.897604194965
8,-6,2,3,1,9761.31560988418
-6,0,2,2,0,9840.55888139888
-1,-12,3,4,1,9800.89760415393
-1,2,-7,1,2,9840.55888139888
-5,-10,9,1,3,9710.815597945511
-2,21,0,2,3,9625.937942872117
-1,-3,1,4,1,9880.299600299879
3,-3,-3,1,1,9880.299600299879
-7,35,-11,4,3,7099.197954429294
-9,30,-7,4,0,9574.219073289969
-4,10,-8,4,2,9761.31560988418
-2,-13,-6,2,3,9246.21773136012
-4,3,-6,2,0,9800.897604194965
2,-7,4,1,2,9800.897604194965
-2,4,-2,4,2,9920.119920019999
-3,-23,11,3,3,9721.81273998002
8,21,4,2,3,9761.21706468741
4,-1,-4,4,1,9840.55888139888
-1,8,-13,4,1,0.0
3,-22,-7,4,2,9761.241936574246
3,11,-1,4,0,9761.315609243928
-6,-20,4,1,0,9800.897604194965
-4,-4,-10,3,0,3481.6994888335907
7,-21,-5,4,2,9333.07914929524
0,0,0,3,0,10000.0
-1,10,5,2,0,9800.897604194965
-1,3,-5,4,2,9880.299600299879
9,-7,1,1,1,9761.31560988418
-6,-37,4,3,3,9215.119566840729
0,15,-6,1,2,9683.217565638202
6,-23,-4,1,2,9800.897604194965
-8,6,-2,2,0,9800.897604194965
-1,13,-1,1,3,9721.812522407829
0,2,-12,4,1,8539.935616368304
-4,19,-2,4,2,9761.31560988418
-4,3,6,2,2,9761.31560988418
0,14,-6,3,1,9761.31560988418
-3,-1,5,2,0,9840.55888139888
7,-3,-3,3,1,9800.897604194965
1,12,3,3,0,9800.897604194965
-7,-11,-1,1,0,9761.31560988418
-4,24,-10,4,2,8575.75284517878
-3,-3,1,3,3,9920.119920019999
-8,16,-2,1,2,9800.897604194965
3,37,9,1,2,7789.87106299142
6,-6,-4,1,1,9800.897604194965
-8,-7,-2,2,0,9761.31560988418
4,-7,-4,3,1,9840.55888139888
-1,3,1,2,2,9880.299600299879
3,-12,-3,1,0,9840.55888139888
0,3,-2,1,1,9880.299600299879
-2,-2,0,3,3,9920.119920019999
3,10,3,3,0,9840.55888139888
-2,-18,10,4,3,9761.31560988418
-10,29,0,2,2,0.0
5,-8,1,1,1,9800.897604194965
-1,2,-1,4,1,9920.119920019999
1,10,-7,2,2,9761.315565283829
-6,63,-16,4,1,-9.9
-7,28,-5,2,0,9761.31560988418
0,-14,-2,2,0,9721.188506438453
-5,-5,1,4,3,9880.299600299879
2,3,-10,2,2,2024.6115664769582
-3,-13,-3,3,0,9721.81273998002
0,-29,6,1,1,9523.80392975102
1,19,5,4,0,9761.315137085632
-6,2,0,1,0,9840.55888139888
0,-1,8,2,1,9800.897604194965
2,7,-4,4,1,9800.897604194965
-3,-20,3,4,1,9761.31560988418
8,-33,-16,1,3,3993.8500408613736
3,-11,-9,1,1,9761.31560988418
0,8,-6,4,1,9800.897604194965
4,8,10,3,3,8733.726323789531
0,17,10,3,3,9721.812739930774
-5,23,-7,4,0,9761.31560988418
-6,-5,4,1,0,9800.897604194965
9,-44,-7,4,1,0.0
0,-13,-2,1,0,9721.802300850979
6,4,0,4,1,9840.55888139888
-6,12,2,4,2,9761.31560988418
0,3,2,2,0,9880.299600299879
2,9,8,1,3,9800.897604194965
-6,-13,2,2,0,9800.897604194965
-2,1,-2,3,0,9920.119920019999
10,46,6,2,3,0.0
-4,-1,0,3,0,9880.299600299879
5,0,-5,2,1,9800.897604194965
0,10,-2,4,0,9761.315601828626
1,-3,-3,4,2,9920.119920019999
0,-5,-2,1,0,9840.55888139888
0,-16,-4,3,0,9761.240910682662
13,28,5,1,3,0.0
-4,-9,4,3,0,9840.55888139888
-2,2,-2,4,0,9920.119920019999
4,2,0,4,1,9880.299600299879
0,-8,4,3,1,9840.55888139888
3,-8,-1,4,0,9840.55888139888
-13,-46,5,2,0,6720.7531913523535
-1,-6,13,3,0,0.0
-5,-32,9,1,0,9721.81273997993
2,-4,-2,3,2,9920.119920019999
-5,-18,3,2,1,9800.897604194965
