val1,val2,val3,last_matrix,num_moves_Q_learning_needs,min_a_b_sqrt_c
-10,22,0,4,15,0.0
0,-3,0,3,7,0.0
-1,16,1,3,15,1.0
-5,9,-1,2,7,1.0
-4,-46,8,4,17,4.0
15,4,3,2,29,2.0
-5,-21,11,1,15,4.58257569495584
4,0,2,2,5,0.0
2,-4,0,1,5,0.0
-2,-5,2,3,5,2.0
0,0,-4,4,3,0.0
7,17,-3,3,15,3.0
5,-5,7,1,15,2.23606797749979
-10,-29,-2,3,19,2.0
11,-26,3,4,27,3.0
-5,7,5,2,13,2.6457513110645907
6,7,0,1,9,0.0
-3,-12,7,3,9,3.0
-1,-3,7,4,7,1.0
2,2,2,2,3,1.4142135623730951
-9,-52,11,4,19,7.211102550927978
6,-26,-10,1,15,5.0990195135927845
-5,-35,9,2,13,5.0
-1,-4,-1,1,7,1.0
0,3,-6,3,7,0.0
-7,9,-7,2,13,3.0
11,15,3,1,13,3.0
-11,-1,3,2,15,1.0
-3,1,-1,2,3,1.0
-3,19,-5,2,9,3.0
-1,-7,-7,2,9,1.0
2,-2,-4,1,5,1.4142135623730951
6,-3,4,3,11,1.7320508075688772
-5,-7,-5,2,13,2.6457513110645907
-7,2,1,3,9,1.0
-8,-10,2,4,9,2.0
-2,-18,0,3,15,0.0
5,8,9,3,13,2.8284271247461903
5,-6,-9,3,15,2.449489742783178
-3,0,-5,2,7,0.0
3,2,1,3,3,1.0
-7,-23,9,1,15,4.795831523312719
-8,-40,2,3,25,2.0
-4,-14,2,2,9,2.0
2,-25,0,4,19,0.0
-2,31,-4,1,19,2.0
2,-4,-4,1,5,2.0
6,-15,-6,4,11,3.872983346207417
4,10,4,3,7,3.1622776601683795
12,4,-2,1,15,2.0
6,-6,2,2,9,2.0
-4,45,-10,4,17,4.0
7,21,3,3,9,3.0
-6,13,-2,4,9,2.0
4,-19,-4,4,9,4.0
-8,26,-16,4,29,5.0990195135927845
-1,4,-5,1,5,1.0
5,1,-1,1,7,1.0
9,-10,1,1,15,1.0
7,19,5,1,11,4.358898943540674
8,-34,-10,4,17,5.830951894845301
-10,-41,4,3,15,4.0
5,22,7,1,11,4.69041575982343
-7,5,1,3,9,1.0
11,-19,-3,1,13,3.0
-1,-11,-1,2,13,1.0
-6,0,4,2,9,0.0
2,-11,8,3,13,2.0
-3,26,-7,4,11,3.0
4,10,-4,2,13,3.1622776601683795
2,6,2,1,5,2.0
0,-9,4,1,9,0.0
0,2,4,1,5,0.0
1,4,-5,1,7,1.0
7,-9,-3,1,9,3.0
-12,5,8,2,23,2.23606797749979
-3,8,-3,3,5,2.8284271247461903
-4,-29,4,3,13,4.0
-3,6,-3,4,5,2.449489742783178
3,-8,-9,2,11,2.8284271247461903
-8,2,-4,4,13,1.4142135623730951
1,-5,-1,3,7,1.0
-2,8,4,1,9,2.0
-5,-12,5,1,9,3.4641016151377544
-3,8,-3,4,5,2.8284271247461903
0,4,-8,4,9,0.0
5,11,5,4,9,3.3166247903554
6,25,10,3,17,5.0
-4,8,-2,4,5,2.0
-4,3,-4,1,7,1.7320508075688772
-2,-4,4,1,5,2.0
9,-8,-5,1,15,2.8284271247461903
-3,-5,1,4,5,1.0
5,14,3,1,7,3.0
-6,17,-2,3,9,2.0
-2,0,2,4,3,0.0
4,-11,-8,4,11,3.3166247903554
3,-23,-7,4,11,3.0
4,-15,-4,4,7,3.872983346207417
3,3,1,3,3,1.0
-1,-22,5,1,13,1.0
-2,3,-4,4,5,1.7320508075688772
2,-2,-2,2,3,1.4142135623730951
-3,0,-1,4,3,0.0
-1,3,-5,4,5,1.0
13,44,3,1,19,3.0
5,22,3,1,11,3.0
3,-14,-7,1,9,3.0
-5,-15,1,3,11,1.0
-2,4,-6,1,7,2.0
3,-12,-3,3,7,3.0
6,-9,-4,4,9,3.0
6,-11,4,3,13,3.3166247903554
4,8,4,3,7,2.8284271247461903
11,-19,-5,3,17,4.358898943540674
2,-1,0,1,3,0.0
-2,0,0,1,1,0.0
-6,-25,4,1,11,4.0
-2,-11,4,3,7,2.0
-3,17,-3,4,11,3.0
5,49,7,3,29,5.0
-2,-20,0,3,19,0.0
-7,18,1,4,13,1.0
7,40,3,3,21,3.0
3,-16,-5,1,9,3.0
-11,13,-3,3,13,3.0
-2,-7,-6,3,11,2.0
6,-51,-14,1,25,6.0
-4,-2,-6,4,13,1.4142135623730951
2,-13,4,1,13,2.0
1,-12,5,2,11,1.0
8,-39,-10,4,17,6.244997998398398
-4,13,-2,3,9,2.0
-5,-6,-9,2,19,2.449489742783178
-9,-18,7,3,15,4.242640687119285
-1,-1,11,2,13,1.0
11,-5,-1,4,11,1.0
0,-8,0,1,11,0.0
7,-8,-1,3,9,1.0
2,7,-2,1,9,2.0
-5,4,3,2,9,2.0
1,-15,-11,1,13,1.0
4,-10,2,4,11,2.0
7,-15,-5,3,11,3.872983346207417
-7,-11,3,3,9,3.0
10,47,12,4,21,6.855654600401044
-6,4,-2,3,7,2.0
3,-27,7,4,19,3.0
4,-12,-4,4,7,3.4641016151377544
1,-3,-5,4,5,1.0
-4,-6,0,1,7,0.0
-2,-1,-4,2,7,1.0
-6,14,0,4,11,0.0
-3,11,1,2,11,1.0
-4,5,2,2,9,2.0
0,-14,-6,1,11,0.0
-7,-50,7,1,21,7.0
0,-18,6,3,11,0.0
0,-13,-10,4,13,0.0
6,7,4,1,9,2.6457513110645907
0,19,-6,2,13,0.0
-1,-4,-1,3,7,1.0
4,15,0,2,11,0.0
-6,52,-12,3,23,6.0
-2,8,0,1,9,0.0
6,6,2,4,7,2.0
0,-3,0,1,7,0.0
12,6,0,4,15,0.0
3,-18,-1,4,13,1.0
0,9,-4,2,9,0.0
1,-1,-1,4,1,1.0
4,-10,-4,4,7,3.1622776601683795
0,-2,-2,2,3,0.0
-8,7,0,2,9,0.0
0,-10,4,1,9,0.0
4,-13,0,1,11,0.0
-4,-17,10,1,13,4.0
-4,-10,6,3,9,3.1622776601683795
0,3,0,2,7,0.0
3,-38,-5,2,17,3.0
-2,17,-4,3,11,2.0
0,6,6,2,7,0.0
-4,20,-6,3,9,4.0
0,-4,0,3,7,0.0
-3,4,1,4,7,1.0
5,4,1,2,5,1.0
3,-5,7,2,11,2.23606797749979
-9,18,-5,2,13,4.242640687119285
1,29,7,2,15,1.0
3,-3,-5,4,7,1.7320508075688772
1,1,3,4,3,1.0
-2,-2,-6,1,9,1.4142135623730951
1,-19,-9,2,13,1.0
-3,1,-5,1,7,1.0
7,12,-3,1,15,3.0
-7,21,-1,1,11,1.0
12,-16,0,4,19,0.0
-2,6,4,2,9,2.0
-5,-4,3,1,7,2.0
0,-1,2,3,3,0.0
2,-7,4,4,9,2.0
8,5,2,4,9,2.0
1,-2,1,2,5,1.0
11,29,7,1,19,5.385164807134504
-6,26,-8,1,13,5.0990195135927845
-1,15,1,2,13,1.0
-4,-13,-6,3,15,3.605551275463989
-7,-4,3,2,11,2.0
7,22,1,3,13,1.0
-5,-17,5,2,9,4.123105625617661
0,-7,2,4,9,0.0
-2,-19,6,1,11,2.0
-1,17,-7,1,11,1.0
4,5,8,1,11,2.23606797749979
-7,-24,3,3,11,3.0
-12,-16,-2,2,17,2.0
3,-1,3,1,7,1.0
2,1,-8,1,11,1.0
-5,-20,1,2,11,1.0
-4,-4,8,2,11,2.0
-6,2,2,1,9,1.4142135623730951
-1,-4,3,4,5,1.0
-3,-3,-7,4,11,1.7320508075688772
-5,-7,-1,2,9,1.0
6,-3,6,1,15,1.7320508075688772
-7,-23,5,2,11,4.795831523312719
8,-15,-2,4,9,2.0
2,-5,-8,4,9,2.0
3,-3,-5,1,7,1.7320508075688772
6,15,2,4,9,2.0
10,28,8,1,21,5.291502622129181
-5,8,1,1,9,1.0
2,-12,-8,1,9,2.0
-1,-26,-5,3,17,1.0
-3,-16,3,3,9,3.0
9,-21,-3,3,11,3.0
-2,-38,8,2,19,2.0
1,-14,5,3,11,1.0
-1,-10,-7,2,11,1.0
-4,20,-4,1,9,4.0
-10,-6,4,3,13,2.449489742783178
-1,7,5,3,9,1.0
-1,-37,5,1,21,1.0
-9,28,-5,1,13,5.0
-2,1,2,2,5,1.0
-8,32,-4,1,11,4.0
-11,14,-3,4,13,3.0
7,-19,-1,4,11,1.0
7,-21,-3,2,9,3.0
-5,26,-7,3,11,5.0
-1,1,-3,2,3,1.0
-7,-13,-3,2,13,3.0
-4,3,-2,2,5,1.7320508075688772
2,14,4,4,9,2.0
3,6,1,2,5,1.0
-6,-37,8,3,13,6.0
1,1,-1,4,3,1.0
-6,4,0,4,7,0.0
0,7,-6,3,9,0.0
-2,-25,2,3,23,2.0
0,-4,-12,4,15,0.0
-2,-25,2,3,23,2.0
-4,21,-8,1,11,4.0
-6,-33,10,4,15,5.744562646538029
-1,-17,-5,1,15,1.0
-6,-8,-4,2,15,2.8284271247461903
-4,-19,8,2,11,4.0
-4,-31,6,1,13,4.0
10,-20,-2,4,11,2.0
6,0,0,3,5,0.0
-5,0,-3,1,7,0.0
-7,-1,-1,2,9,1.0
5,9,1,2,7,1.0
13,-30,-7,2,21,5.477225575051661
-2,-7,2,3,7,2.0
-2,43,-8,4,23,2.0
7,-18,1,1,13,1.0
-3,-2,7,3,9,1.4142135623730951
0,23,2,3,17,0.0
-9,-42,7,3,15,6.48074069840786
-2,-8,10,3,11,2.0
1,-5,5,3,7,1.0
0,-11,0,2,13,0.0
-6,-8,8,2,13,2.8284271247461903
-8,-28,8,2,15,5.291502622129181
-6,36,-6,2,11,6.0
1,13,1,3,13,1.0
-6,28,-4,4,11,4.0
8,-11,0,1,11,0.0
-11,-12,1,1,13,1.0
-3,-9,7,4,9,3.0
-7,-46,5,4,17,5.0
6,-23,-6,1,11,4.795831523312719
-5,-13,-7,2,17,3.605551275463989
-2,-14,4,2,9,2.0
0,-13,0,4,15,0.0
1,3,-1,3,5,1.0
3,4,5,1,7,2.0
-3,-11,13,3,17,3.0
-1,-5,7,3,7,1.0
0,-10,-2,4,11,0.0
1,-7,-3,4,7,1.0
3,-47,-9,3,17,3.0
-1,-3,-3,2,5,1.0
-2,15,0,4,13,0.0
7,-14,-1,1,9,1.0
-1,6,-7,1,7,1.0
9,55,5,2,21,5.0
2,18,2,4,13,2.0
-7,-56,9,2,19,7.0
-3,-38,11,1,17,3.0
5,-6,-3,3,7,2.449489742783178
8,-11,0,4,11,0.0
4,-56,-8,4,21,4.0
1,-11,7,1,15,1.0
1,-10,-5,4,7,1.0
3,-8,5,1,11,2.8284271247461903
-2,-2,4,4,5,1.4142135623730951
-1,-2,-1,1,5,1.0
3,-34,-11,4,15,3.0
-4,-38,6,1,17,4.0
-3,-20,9,3,11,3.0
-3,-6,-3,2,9,2.449489742783178
3,5,7,1,9,2.23606797749979
2,-1,-2,3,3,1.0
-9,38,-5,4,13,5.0
-4,7,-2,3,5,2.0
-6,11,-6,2,11,3.3166247903554
0,-2,4,2,5,0.0
1,-19,-1,4,19,1.0
8,-41,-4,1,17,4.0
10,4,2,1,13,2.0
-1,3,3,1,5,1.0
6,7,8,3,13,2.6457513110645907
-3,26,-5,4,13,3.0
5,14,3,4,7,3.0
2,-6,-4,3,5,2.0
5,18,3,3,9,3.0
0,-12,-4,4,9,0.0
-7,-16,7,3,13,4.0
-7,-38,11,3,17,6.164414002968976
0,5,0,3,9,0.0
0,6,6,1,7,0.0
7,-7,9,2,21,2.6457513110645907
4,34,4,3,17,4.0
2,4,0,2,5,0.0
-2,-4,2,3,3,2.0
-4,-2,0,4,5,0.0
1,7,3,1,7,1.0
5,6,7,1,11,2.449489742783178
-13,32,-7,2,19,5.656854249492381
9,-68,-11,1,19,8.246211251235321
2,-2,0,1,3,0.0
-1,10,7,3,11,1.0
-3,-12,1,3,9,1.0
-1,-4,-7,4,9,1.0
0,-2,4,3,5,0.0
1,-8,-5,1,7,1.0
1,-33,-9,2,17,1.0
6,6,6,3,11,2.449489742783178
-1,-12,-1,1,13,1.0
-6,-12,0,2,9,0.0
-2,-8,4,3,5,2.0
-7,-29,7,3,13,5.385164807134504
-8,16,-2,2,9,2.0
5,-16,-5,4,9,4.0
-2,0,8,3,9,0.0
-2,-7,4,2,5,2.0
-8,28,-4,2,11,4.0
-5,-3,11,3,21,1.7320508075688772
2,9,-2,1,11,2.0
1,1,5,1,5,1.0
12,-54,-8,2,25,7.3484692283495345
9,-67,-7,4,21,7.0
-6,-14,-6,4,17,3.7416573867739413
2,22,6,3,11,2.0
3,14,9,1,11,3.0
2,-8,8,4,11,2.0
-6,-30,4,1,11,4.0
-2,-5,8,1,9,2.0
-5,16,-9,2,13,4.0
3,9,-1,1,9,1.0
3,18,-5,2,19,3.0
3,6,1,3,5,1.0
-7,15,-3,1,9,3.0
7,18,3,1,9,3.0
2,-3,-6,1,7,1.7320508075688772
4,-7,-2,2,5,2.0
-2,2,4,2,7,1.4142135623730951
-7,-16,7,1,13,4.0
-2,-15,8,3,9,2.0
-11,-8,3,2,13,2.8284271247461903
-1,18,-7,2,11,1.0
4,9,-6,2,13,3.0
5,21,7,2,11,4.58257569495584
-5,58,-11,1,17,5.0
-6,10,0,3,9,0.0
9,-13,-1,1,11,1.0
-6,-17,6,3,11,4.123105625617661
5,-5,-1,1,5,1.0
-1,-9,3,1,7,1.0
2,18,8,2,11,2.0
-2,9,-6,2,7,2.0
-3,-9,3,4,5,3.0
-3,-11,1,3,9,1.0
-4,10,-4,3,7,3.1622776601683795
-11,3,3,2,17,1.7320508075688772
-2,-11,-4,2,11,2.0
6,9,0,1,9,0.0
0,5,6,2,7,0.0
9,-7,-1,1,9,1.0
-3,14,3,1,13,3.0
-1,0,5,2,5,0.0
-1,5,1,4,7,1.0
0,10,-6,1,9,0.0
5,12,-1,3,11,1.0
-10,-45,4,1,19,4.0
-2,-5,-8,4,11,2.0
-3,-29,15,2,21,3.0
-2,6,2,3,9,2.0
-10,47,-4,1,17,4.0
-1,1,5,2,7,1.0
12,-31,-4,1,17,4.0
3,18,11,3,13,3.0
6,-26,-6,4,11,5.0990195135927845
-1,6,-1,3,7,1.0
-7,-2,-1,2,9,1.0
1,9,-3,1,9,1.0
-2,-1,0,3,3,0.0
12,-7,0,1,13,0.0
2,-5,-8,1,9,2.0
-5,1,-9,2,15,1.0
0,-2,2,1,3,0.0
-3,-17,3,1,11,3.0
-10,13,-2,4,11,2.0
9,6,1,2,9,1.0
-4,-6,-2,1,9,2.0
3,-9,-3,4,5,3.0
10,-30,0,1,17,0.0
6,-2,2,3,9,1.4142135623730951
0,14,-6,3,11,0.0
2,-14,-4,2,9,2.0
0,5,0,2,9,0.0
10,34,4,4,13,4.0
-7,-13,-1,3,11,1.0
3,-5,-3,4,5,2.23606797749979
-5,3,-3,3,7,1.7320508075688772
4,-26,-4,2,13,4.0
12,-1,0,1,13,0.0
10,34,6,1,15,5.830951894845301
4,31,6,3,13,4.0
-5,-26,-7,3,23,5.0
-2,-3,2,2,3,1.7320508075688772
1,-19,9,2,15,1.0
5,10,7,3,11,3.1622776601683795
-7,-23,-1,1,17,1.0
1,6,5,3,7,1.0
0,26,-4,1,21,0.0
1,2,-3,1,5,1.0
-6,-9,6,2,11,3.0
-1,-7,-1,2,9,1.0
4,-5,-6,4,9,2.23606797749979
-1,-1,3,4,3,1.0
-7,-8,3,3,9,2.8284271247461903
2,3,0,2,5,0.0
2,30,8,2,13,2.0
-1,12,-5,4,9,1.0
2,-3,-4,4,5,1.7320508075688772
8,13,0,4,11,0.0
0,31,4,4,19,0.0
11,58,9,3,21,7.615773105863909
6,17,4,1,9,4.0
5,-38,-9,4,17,5.0
-3,-5,1,4,5,1.0
1,-3,1,1,5,1.0
4,-15,0,2,11,0.0
-5,27,-11,3,15,5.0
-2,1,-2,4,3,1.0
-3,-12,-3,4,13,3.0
3,-11,-3,3,7,3.0
5,-5,-1,3,5,1.0
0,-5,-4,2,7,0.0
3,5,-1,1,7,1.0
4,-8,-2,4,5,2.0
-9,4,1,2,11,1.0
3,1,-1,4,5,1.0
-1,-11,-3,3,11,1.0
-6,24,-4,4,9,4.0
8,-1,2,4,11,1.0
-13,-10,-1,3,17,1.0
-3,-23,-1,3,21,1.0
-5,-9,-1,1,9,1.0
3,-4,1,4,7,1.0
-3,1,-1,1,3,1.0
-10,20,-4,4,13,4.0
5,-7,-3,1,7,2.6457513110645907
1,-11,5,4,11,1.0
2,13,0,2,13,0.0
4,-5,4,1,11,2.23606797749979
7,11,1,1,9,1.0
2,7,-4,1,9,2.0
2,-1,4,2,7,1.0
-2,-1,2,2,3,1.0
-5,2,3,2,9,1.4142135623730951
9,14,9,3,21,3.7416573867739413
2,-9,-10,1,11,2.0
-3,22,-5,4,11,3.0
-5,6,-1,4,7,1.0
4,20,4,2,9,4.0
1,7,3,3,7,1.0
2,0,-12,2,13,0.0
3,-15,-7,4,9,3.0
1,3,-3,2,5,1.0
6,-27,-8,2,13,5.196152422706632
-4,-23,4,3,11,4.0
2,-1,-8,3,9,1.0
-2,7,-4,4,5,2.0
0,3,4,1,5,0.0
-8,11,0,2,11,0.0
-7,16,-3,2,9,3.0
3,17,5,4,9,3.0
-6,27,-6,3,11,5.196152422706632
-7,0,1,2,7,0.0
0,-12,10,1,13,0.0
0,-6,-10,2,11,0.0
4,-7,-6,1,9,2.6457513110645907
-2,14,-4,1,9,2.0
-1,-2,1,3,3,1.0
-5,3,-3,3,7,1.7320508075688772
5,-13,-1,1,9,1.0
-8,28,-2,4,15,2.0
-6,15,-4,2,9,3.872983346207417
12,-11,-2,3,15,2.0
9,-26,-3,4,13,3.0
9,47,7,2,15,6.855654600401044
8,12,0,3,11,0.0
6,40,8,4,13,6.0
-5,37,-11,4,17,5.0
-2,-9,0,1,9,0.0
0,34,-12,3,25,0.0
-3,14,-1,2,11,1.0
-5,21,-11,1,23,4.58257569495584
4,31,10,2,15,4.0
-2,-2,2,2,3,1.4142135623730951
0,2,6,2,7,0.0
-4,1,0,3,5,0.0
4,13,8,4,13,3.605551275463989
-2,0,6,4,7,0.0
-3,2,1,1,5,1.0
-3,-21,9,3,11,3.0
0,4,4,1,5,0.0
4,-8,-4,2,7,2.8284271247461903
3,-4,-3,4,5,2.0
-7,-9,5,3,11,3.0
-8,11,-4,2,11,3.3166247903554
0,-5,4,2,7,0.0
3,-6,-1,1,5,1.0
9,36,5,1,13,5.0
1,11,-3,3,11,1.0
7,7,3,3,9,2.6457513110645907
-5,8,7,2,15,2.8284271247461903
0,-11,-2,1,11,0.0
0,4,-4,2,5,0.0
3,11,5,2,7,3.0
0,-13,-4,2,13,0.0
-7,-42,9,4,15,6.48074069840786
4,5,-2,1,9,2.0
-13,31,-3,2,17,3.0
8,-23,4,1,19,4.0
1,-8,-3,2,7,1.0
-3,21,5,4,17,3.0
1,2,5,4,5,1.0
-2,8,-4,4,5,2.0
3,3,-1,3,5,1.0
-1,-16,7,2,11,1.0
-5,9,-7,4,11,3.0
-4,12,-10,2,13,3.4641016151377544
4,-15,-4,4,7,3.872983346207417
1,26,9,3,13,1.0
-6,-34,6,1,13,5.830951894845301
-5,0,-1,4,5,0.0
3,14,3,1,9,3.0
-1,17,-9,4,11,1.0
2,-11,-4,2,7,2.0
-4,-13,8,2,11,3.605551275463989
-3,-17,-5,2,15,3.0
4,-15,0,2,11,0.0
2,-2,-8,4,9,1.4142135623730951
-14,26,-4,4,17,4.0
-8,-1,-6,4,17,1.0
-5,-1,3,1,7,1.0
-9,-46,5,2,15,5.0
2,9,-10,1,13,2.0
0,-4,10,3,11,0.0
-1,-2,9,2,9,1.0
-5,4,-1,1,5,1.0
2,10,-4,2,11,2.0
8,51,8,2,17,7.14142842854285
-1,8,-7,2,9,1.0
2,1,6,2,7,1.0
-2,-5,-2,4,7,2.0
-9,28,1,4,17,1.0
0,4,0,2,7,0.0
-10,16,4,4,19,4.0
-3,0,5,3,7,0.0
-6,-36,12,2,17,6.0
-5,-8,-5,4,13,2.8284271247461903
2,23,-6,3,17,2.0
-9,32,-7,2,15,5.656854249492381
-7,5,-7,2,15,2.23606797749979
-9,28,-1,2,15,1.0
4,43,8,3,17,4.0
6,25,4,2,11,4.0
9,8,-3,1,15,2.8284271247461903
-3,11,-7,4,9,3.0
1,6,-9,3,11,1.0
-1,-13,-3,3,13,1.0
7,-5,1,1,9,1.0
-3,-6,-5,1,11,2.449489742783178
14,-28,-6,1,33,5.291502622129181
-6,51,-6,1,17,6.0
-4,19,-2,4,11,2.0
-2,0,2,3,3,0.0
1,-21,-7,2,11,1.0
6,7,0,1,9,0.0
0,11,2,1,11,0.0
-2,4,-4,1,5,2.0
-4,5,4,3,11,2.23606797749979
-2,-8,-6,4,11,2.0
3,-2,-11,4,13,1.4142135623730951
-7,2,-1,4,7,1.0
5,12,3,1,7,3.0
-4,-20,4,2,9,4.0
0,-2,-2,2,3,0.0
5,55,11,3,23,5.0
0,-6,-6,3,7,0.0
1,-26,-7,2,15,1.0
-4,10,4,3,13,3.1622776601683795
8,24,6,3,13,4.898979485566356
-5,-17,1,3,11,1.0
4,-30,-2,4,17,2.0
6,12,4,1,9,3.4641016151377544
0,1,-2,4,3,0.0
1,5,1,3,7,1.0
7,44,9,3,15,6.6332495807108
-11,33,-5,1,15,5.0
1,13,3,2,11,1.0
0,-19,6,3,13,0.0
5,-8,3,3,11,2.8284271247461903
-2,7,-2,3,7,2.0
-6,10,-4,4,9,3.1622776601683795
-5,34,-11,1,17,5.0
-3,-6,11,2,17,2.449489742783178
2,-8,4,4,9,2.0
7,30,-3,3,23,3.0
-10,-33,8,3,21,5.744562646538029
-4,22,-6,1,9,4.0
-7,0,-1,2,7,0.0
-5,-15,7,2,11,3.872983346207417
6,0,-2,1,7,0.0
-4,-29,8,3,11,4.0
11,-45,-11,1,23,6.708203932499369
1,4,3,2,5,1.0
2,-4,0,3,5,0.0
0,0,4,2,3,0.0
2,1,0,1,3,0.0
5,17,3,3,9,3.0
-5,-7,3,3,7,2.6457513110645907
5,11,3,3,7,3.0
0,-2,-2,2,3,0.0
-10,-42,4,2,17,4.0
-8,-19,2,4,11,2.0
-8,17,-6,2,13,4.123105625617661
2,6,-2,4,9,2.0
1,-11,-1,4,11,1.0
-8,-44,10,3,17,6.6332495807108
9,-17,-3,1,11,3.0
2,-5,-2,1,5,2.0
3,0,3,3,5,0.0
-1,1,-3,4,3,1.0
-1,-15,-3,3,13,1.0
-11,53,-7,2,17,7.0
4,-2,-2,3,5,1.4142135623730951
-3,-2,-1,1,5,1.0
2,10,4,3,7,2.0
-8,21,-10,2,19,4.58257569495584
-5,-16,3,2,9,3.0
2,-3,-4,4,5,1.7320508075688772
1,2,1,1,3,1.0
6,0,2,2,7,0.0
-3,40,-11,1,17,3.0
-7,44,-9,4,17,6.6332495807108
-7,31,-3,4,17,3.0
4,10,8,4,11,3.1622776601683795
4,-7,-2,1,5,2.0
3,-4,1,1,7,1.0
-9,-16,1,2,11,1.0
-2,8,2,4,9,2.0
12,0,6,1,19,0.0
2,9,0,2,9,0.0
-3,4,-5,4,7,2.0
-4,7,0,4,7,0.0
1,-6,-3,4,5,1.0
-4,5,2,4,9,2.0
8,38,10,3,17,6.164414002968976
0,2,-4,4,5,0.0
-2,13,0,2,13,0.0
3,16,5,4,9,3.0
9,4,-1,3,11,1.0
4,-3,4,1,9,1.7320508075688772
-1,4,-1,4,5,1.0
-6,20,-2,1,11,2.0
-11,-67,5,3,19,5.0
12,64,8,3,21,8.0
2,11,0,2,11,0.0
4,-17,-6,2,9,4.0
3,32,9,2,13,3.0
-4,-12,-2,1,11,2.0
-2,-12,2,4,9,2.0
10,17,4,1,15,4.0
-2,-9,2,4,7,2.0
8,-3,-4,1,11,1.7320508075688772
5,-1,-7,1,11,1.0
-3,-3,-1,4,5,1.0
-4,-12,2,2,7,2.0
-3,3,-5,1,7,1.7320508075688772
-10,17,0,4,13,0.0
0,15,-4,1,11,0.0
1,-2,7,1,9,1.0
-5,4,3,2,9,2.0
2,14,2,1,11,2.0
-6,23,-4,1,9,4.0
7,-8,5,4,15,2.8284271247461903
-1,-18,3,3,13,1.0
4,-23,-6,4,9,4.0
7,11,-1,3,11,1.0
2,6,4,2,5,2.0
2,12,-2,1,11,2.0
1,-5,3,4,7,1.0
-8,5,-6,4,13,2.23606797749979
7,-27,-5,3,13,5.0
6,30,2,3,15,2.0
8,12,0,3,11,0.0
-1,0,-3,3,3,0.0
-2,6,-4,4,5,2.0
-11,-24,1,3,17,1.0
2,4,2,1,3,2.0
-7,-36,3,2,19,3.0
-1,-22,7,3,13,1.0
4,-7,6,1,13,2.6457513110645907
2,-11,0,1,11,0.0
-3,6,-11,3,13,2.449489742783178
-4,-23,4,3,11,4.0
-4,-3,-2,2,7,1.7320508075688772
9,7,1,1,9,1.0
10,-8,-4,4,17,2.8284271247461903
-2,33,-10,2,15,2.0
1,-17,1,2,15,1.0
-6,6,0,2,7,0.0
-7,-54,11,3,17,7.0
6,19,0,3,13,0.0
7,19,5,1,11,4.358898943540674
6,-11,-4,1,9,3.3166247903554
-2,-8,-4,4,9,2.0
-1,-7,1,2,9,1.0
1,-6,-1,1,7,1.0
6,-16,-6,1,11,4.0
5,1,5,3,9,1.0
1,-15,-15,2,27,1.0
3,21,5,3,11,3.0
1,1,-3,4,5,1.0
3,-19,-7,4,9,3.0
4,-12,-6,4,9,3.4641016151377544
-5,21,-9,4,13,4.58257569495584
5,25,5,3,9,5.0
4,-2,2,2,7,1.4142135623730951
-3,-41,9,1,15,3.0
3,1,1,4,3,1.0
-3,-2,1,4,3,1.0
1,-10,-9,2,11,1.0
-8,-24,6,4,19,4.898979485566356
-3,10,1,4,11,1.0
1,3,-9,4,11,1.0
-1,-12,-7,2,11,1.0
9,-23,-3,4,11,3.0
2,26,6,1,13,2.0
4,-22,-10,1,15,4.0
-7,-24,3,1,11,3.0
3,-3,-1,3,3,1.0
-12,-33,4,2,15,4.0
1,-9,5,4,9,1.0
-1,-7,7,3,7,1.0
-3,-3,1,2,3,1.0
4,-28,-6,4,11,4.0
-4,52,-10,2,17,4.0
11,18,-1,3,17,1.0
1,-8,3,2,9,1.0
-7,-18,3,2,9,3.0
7,-7,-1,4,7,1.0
-3,-9,3,2,5,3.0
-3,-8,1,2,7,1.0
6,-66,-12,2,21,6.0
-6,7,-4,4,9,2.6457513110645907
-5,9,-3,3,7,3.0
-5,-23,1,3,13,1.0
-1,-1,3,2,3,1.0
0,-7,-6,4,9,0.0
2,-1,2,1,5,1.0
6,-13,-4,4,9,3.605551275463989
6,15,0,4,11,0.0
-8,7,0,2,9,0.0
0,5,2,4,7,0.0
-3,-6,-1,3,7,1.0
-5,0,1,3,5,0.0
-5,-13,1,2,9,1.0
11,-51,-5,3,17,5.0
1,-10,-1,1,11,1.0
6,24,-2,1,15,2.0
5,1,1,1,5,1.0
8,-12,-6,4,17,3.4641016151377544
6,53,8,3,31,6.0
-7,-36,3,1,19,3.0
0,13,0,2,15,0.0
12,-28,-6,1,17,5.291502622129181
3,-1,-3,1,5,1.0
1,0,-3,4,3,0.0
-3,-5,-3,2,9,2.23606797749979
3,-1,-1,1,3,1.0
11,-6,-5,2,17,2.449489742783178
9,-6,-3,4,11,2.449489742783178
5,-8,-5,3,9,2.8284271247461903
1,15,1,1,13,1.0
10,-11,-6,1,17,3.3166247903554
-6,18,-6,4,11,4.242640687119285
3,7,5,3,7,2.6457513110645907
5,-5,-13,1,19,2.23606797749979
-6,3,2,4,9,1.7320508075688772
3,16,3,2,9,3.0
2,8,0,4,9,0.0
-14,24,0,4,19,0.0
-2,-6,6,3,7,2.0
2,-9,-4,4,7,2.0
7,-7,-5,3,11,2.6457513110645907
0,2,-10,4,11,0.0
-1,11,5,2,11,1.0
-1,4,-1,4,5,1.0
4,1,-4,3,9,1.0
6,-19,-4,4,9,4.0
