val1,val2,val3,last_matrix,num_moves_Q_learning_needs,min_a_b_sqrt_c
-5,2,-1,3,5,1.0
-4,7,0,2,7,0.0
5,-8,5,1,13,2.8284271247461903
6,30,6,2,11,5.477225575051661
6,14,-2,3,13,2.0
10,-43,-2,4,19,2.0
2,10,0,1,11,0.0
-4,-17,-4,1,15,4.0
-4,-21,6,1,9,4.0
-8,22,0,4,13,0.0
0,-16,6,1,11,0.0
-8,-23,4,4,11,4.0
0,14,-10,4,17,0.0
1,-43,-13,2,21,1.0
-2,-21,-8,3,15,2.0
-12,28,-4,1,15,4.0
0,-1,2,4,3,0.0
-2,3,-2,2,3,1.7320508075688772
0,5,4,3,7,0.0
-1,20,-9,4,13,1.0
-11,-24,5,2,15,4.898979485566356
5,-37,-5,1,17,5.0
3,2,1,1,3,1.0
-2,-14,4,1,9,2.0
0,-4,2,4,5,0.0
5,8,-1,2,9,1.0
-3,5,-7,1,9,2.23606797749979
4,4,0,4,5,0.0
-3,31,-9,2,13,3.0
6,42,10,2,17,6.0
8,27,0,1,15,0.0
1,-5,-1,2,7,1.0
1,5,5,3,5,1.0
-4,10,-10,2,13,3.1622776601683795
2,5,4,4,5,2.0
5,-23,-5,4,9,4.795831523312719
1,7,-11,1,13,1.0
-7,28,-9,1,15,5.291502622129181
12,-19,0,3,15,0.0
-10,-11,0,3,13,0.0
1,4,1,1,5,1.0
-9,-28,3,2,13,3.0
-5,-15,1,2,11,1.0
8,21,6,1,13,4.58257569495584
0,-25,-6,1,15,0.0
13,-5,-1,1,15,1.0
4,-6,-8,3,11,2.449489742783178
1,9,-3,3,9,1.0
1,7,1,1,9,1.0
5,-9,-1,3,7,1.0
10,17,4,1,15,4.0
2,26,12,2,15,2.0
7,23,1,1,13,1.0
-5,-1,5,3,9,1.0
-5,-10,1,4,7,1.0
-3,-3,1,3,3,1.0
7,-55,-11,4,19,7.0
1,-7,-1,3,9,1.0
-6,-8,2,1,7,2.0
0,14,4,3,11,0.0
1,6,1,1,7,1.0
4,-17,-10,2,13,4.0
1,-4,-1,4,5,1.0
-3,24,-5,2,13,3.0
0,10,8,4,11,0.0
1,-10,7,3,11,1.0
2,0,4,1,5,0.0
-7,9,-5,2,11,3.0
6,5,10,1,17,2.23606797749979
1,3,-1,2,5,1.0
-6,-18,8,2,13,4.242640687119285
2,8,8,1,9,2.0
1,4,-1,1,7,1.0
-7,-17,1,4,11,1.0
-2,-23,4,4,13,2.0
5,37,9,3,15,5.0
-5,-23,7,3,11,4.795831523312719
-8,-1,-2,4,11,1.0
-8,-13,0,2,11,0.0
5,-21,-5,2,9,4.58257569495584
5,28,1,3,17,1.0
-6,-6,4,3,9,2.449489742783178
0,19,6,2,13,0.0
3,9,3,3,5,3.0
-8,-38,-2,1,21,2.0
5,13,3,3,7,3.0
-14,-30,2,2,17,2.0
5,16,3,3,9,3.0
1,-4,-1,1,5,1.0
-5,-5,1,3,5,1.0
-7,12,-1,3,9,1.0
-3,-9,17,2,25,3.0
-10,23,-4,3,13,4.0
-7,-22,-5,3,19,4.69041575982343
4,6,4,1,7,2.449489742783178
0,-1,2,3,3,0.0
-6,18,0,2,11,0.0
4,3,-4,1,9,1.7320508075688772
-3,1,7,2,11,1.0
-1,-5,-1,3,7,1.0
2,-19,2,1,15,2.0
3,-4,1,3,7,1.0
-5,-2,1,2,5,1.0
-8,-37,2,3,15,2.0
0,-3,2,3,5,0.0
1,-9,1,3,11,1.0
-5,-9,-1,3,9,1.0
4,18,2,4,11,2.0
6,-6,6,3,17,2.449489742783178
0,0,2,2,1,0.0
-1,-13,5,1,9,1.0
-3,3,3,4,7,1.7320508075688772
-2,0,0,2,1,0.0
-9,28,-3,4,13,3.0
-3,4,3,2,9,2.0
5,-24,-9,4,13,4.898979485566356
-3,-5,3,2,5,2.23606797749979
-4,12,8,3,17,3.4641016151377544
4,-10,-2,3,7,2.0
-4,16,-6,4,9,4.0
-4,7,-6,3,9,2.6457513110645907
7,-20,3,4,15,3.0
-3,-6,7,1,9,2.449489742783178
-12,-9,4,3,15,3.0
1,-1,3,3,5,1.0
2,-32,-14,1,21,2.0
-5,3,5,3,13,1.7320508075688772
-4,-7,2,3,5,2.0
3,-11,5,3,13,3.0
-4,2,0,3,5,0.0
-1,4,3,4,7,1.0
3,1,-1,2,5,1.0
-3,23,-7,4,11,3.0
4,23,4,3,11,4.0
-1,8,3,1,9,1.0
4,-5,-4,2,7,2.23606797749979
-2,7,-6,4,7,2.0
-7,1,-3,2,9,1.0
7,4,9,4,15,2.0
2,10,2,3,9,2.0
9,-23,-3,2,11,3.0
0,-4,-8,3,9,0.0
-7,19,-1,4,11,1.0
3,6,-1,2,7,1.0
-7,48,-5,4,19,5.0
3,6,-11,2,19,2.449489742783178
-5,16,-5,1,9,4.0
-7,-1,1,1,7,1.0
2,1,-12,4,15,1.0
-3,31,-3,4,17,3.0
-6,21,-6,4,11,4.58257569495584
-1,-25,-9,2,15,1.0
1,4,-1,4,7,1.0
7,-2,1,1,9,1.0
-4,-16,4,2,7,4.0
-6,47,-8,4,17,6.0
-9,-19,1,2,13,1.0
-5,35,-11,4,15,5.0
0,-19,8,4,13,0.0
-1,-7,5,1,7,1.0
-9,8,1,2,11,1.0
6,11,2,4,7,2.0
-1,-2,3,4,3,1.0
-13,2,3,2,17,1.4142135623730951
-5,-25,3,4,13,3.0
-3,17,-11,2,15,3.0
10,-61,-6,4,17,6.0
-1,6,7,3,9,1.0
8,10,2,3,9,2.0
4,-16,6,1,17,4.0
-1,-9,9,3,9,1.0
5,9,3,4,7,3.0
-3,-7,-3,2,9,2.6457513110645907
6,1,-6,4,13,1.0
2,14,-4,3,13,2.0
-3,9,3,3,11,3.0
1,23,11,4,15,1.0
5,-2,-1,3,5,1.0
4,0,0,4,3,0.0
8,-6,0,3,9,0.0
-7,17,-3,1,9,3.0
3,28,11,4,13,3.0
-3,17,11,3,19,3.0
1,-15,5,1,11,1.0
1,1,1,1,1,1.0
-4,-19,4,3,9,4.0
1,14,-3,4,13,1.0
-4,10,-2,4,7,2.0
2,11,-4,1,13,2.0
7,4,-1,1,9,1.0
-1,7,5,1,9,1.0
-1,-14,5,3,9,1.0
3,0,-3,2,5,0.0
5,-47,-11,2,21,5.0
-6,13,-4,2,9,3.605551275463989
-5,-28,11,2,15,5.0
6,-37,-6,2,13,6.0
-4,5,6,3,13,2.23606797749979
7,-14,3,4,15,3.0
3,4,-3,3,9,2.0
6,-25,-2,4,13,2.0
2,0,-2,1,3,0.0
-3,1,5,2,9,1.0
1,3,3,3,3,1.0
-8,-14,0,2,11,0.0
0,-3,-4,4,5,0.0
-7,1,-3,2,9,1.0
-1,17,-5,3,11,1.0
-2,-6,-2,2,9,2.0
-5,10,-3,3,7,3.0
4,24,12,3,15,4.0
12,-25,-4,1,15,4.0
5,1,1,4,5,1.0
8,-1,0,3,9,0.0
6,-6,-4,3,9,2.449489742783178
0,9,-4,4,9,0.0
-2,28,-6,3,13,2.0
-4,-11,-8,2,17,3.3166247903554
1,21,-5,1,15,1.0
-5,-2,1,2,5,1.0
-5,-5,5,2,9,2.23606797749979
9,-12,-3,3,11,3.0
-2,-18,-4,3,15,2.0
12,68,2,3,25,2.0
-2,5,-2,2,5,2.0
-1,12,-5,4,9,1.0
-4,8,6,4,13,2.8284271247461903
8,-27,-6,4,13,5.196152422706632
1,20,11,1,15,1.0
10,-4,2,1,13,2.0
-9,-6,1,1,9,1.0
-8,-6,4,3,11,2.449489742783178
-2,15,-2,1,11,2.0
2,7,2,4,7,2.0
-6,10,-4,3,9,3.1622776601683795
6,11,-2,1,11,2.0
11,-36,-3,4,19,3.0
6,-13,-6,1,11,3.605551275463989
-8,41,-4,2,17,4.0
11,10,1,1,11,1.0
-3,-7,3,1,5,2.6457513110645907
-8,-11,2,2,9,2.0
1,9,-3,3,9,1.0
-3,-6,1,2,5,1.0
2,12,-6,1,11,2.0
0,-3,-2,2,5,0.0
1,25,5,3,19,1.0
-3,-24,5,1,11,3.0
-1,12,3,3,11,1.0
-8,36,-6,1,13,6.0
-3,-7,-1,3,9,1.0
-8,-12,0,2,11,0.0
3,-13,-1,4,11,1.0
0,-14,6,1,11,0.0
-4,-10,8,1,11,3.1622776601683795
3,3,-1,4,5,1.0
1,10,-5,1,9,1.0
0,-2,-8,4,9,0.0
-3,-6,3,4,5,2.449489742783178
-3,3,7,2,11,1.7320508075688772
-1,-5,-5,1,7,1.0
7,20,7,1,13,4.47213595499958
-4,-8,-2,2,9,2.0
-2,-10,0,3,11,0.0
-2,3,2,3,7,1.7320508075688772
5,-44,-7,2,15,5.0
-5,20,5,4,17,4.47213595499958
-2,-1,-4,3,7,1.0
-8,25,-8,2,17,5.0
-8,40,-6,2,15,6.0
1,-22,-5,4,13,1.0
3,-8,-1,1,7,1.0
-3,-31,7,1,13,3.0
2,1,0,1,3,0.0
3,-35,-3,1,19,3.0
-6,-3,4,2,9,1.7320508075688772
-3,-10,3,3,7,3.0
1,16,5,4,11,1.0
-6,-32,0,1,17,0.0
-7,18,-5,2,11,4.242640687119285
5,11,5,3,9,3.3166247903554
-7,48,-7,3,13,6.928203230275509
-1,1,-5,2,5,1.0
-3,1,3,2,7,1.0
-13,0,-1,3,17,0.0
2,-24,6,1,15,2.0
-6,3,4,4,11,1.7320508075688772
2,10,-2,1,11,2.0
-12,64,-8,3,23,8.0
-4,-4,0,3,5,0.0
-3,-18,1,4,13,1.0
3,-1,-3,2,5,1.0
-8,-36,4,3,13,4.0
5,-22,-1,4,13,1.0
9,0,-3,1,15,0.0
3,8,3,2,5,2.8284271247461903
5,13,5,4,9,3.605551275463989
4,2,-6,1,11,1.4142135623730951
5,-36,-5,2,15,5.0
-4,0,-4,2,7,0.0
3,16,-1,4,13,1.0
-2,18,0,4,15,0.0
0,-15,0,4,15,0.0
-3,0,-9,4,13,0.0
4,-11,-4,4,7,3.3166247903554
7,39,1,4,19,1.0
5,50,13,1,27,5.0
3,10,1,3,9,1.0
6,-7,0,3,9,0.0
-10,-32,8,2,17,5.656854249492381
-4,-28,2,4,15,2.0
-1,26,11,3,19,1.0
-5,14,-3,4,7,3.0
11,27,5,3,17,5.0
2,0,8,3,9,0.0
-5,11,-7,2,11,3.3166247903554
3,-28,-7,2,13,3.0
2,-3,0,4,5,0.0
-5,-41,11,3,17,5.0
-2,9,2,4,11,2.0
-4,8,4,4,11,2.8284271247461903
3,11,1,3,9,1.0
3,24,7,3,11,3.0
4,-24,-8,1,11,4.0
7,-5,-5,4,11,2.23606797749979
-2,8,0,2,9,0.0
-1,3,1,3,5,1.0
-5,5,-1,3,5,1.0
-7,-21,5,2,11,4.58257569495584
3,-20,-9,4,13,3.0
9,27,5,1,13,5.0
-4,-25,6,3,11,4.0
-6,7,0,4,9,0.0
-2,14,-4,1,9,2.0
7,13,-3,1,15,3.0
13,23,5,3,19,4.795831523312719
5,14,1,1,9,1.0
-1,-2,-5,4,7,1.0
10,74,10,3,21,8.602325267042627
-12,46,-6,4,17,6.0
-2,14,6,2,13,2.0
3,-15,-9,4,11,3.0
-4,-5,2,4,5,2.0
5,-13,-3,4,7,3.0
-4,1,0,4,5,0.0
12,21,6,1,19,4.58257569495584
-1,-5,-3,4,7,1.0
-9,-59,7,3,17,7.0
5,-47,-11,4,21,5.0
10,27,-2,3,19,2.0
1,5,11,1,11,1.0
5,-6,-7,1,11,2.449489742783178
2,12,6,2,7,2.0
-7,-2,5,1,13,1.4142135623730951
-1,6,-1,1,7,1.0
-3,-12,1,1,9,1.0
-7,-26,7,2,13,5.0990195135927845
-12,-8,0,2,13,0.0
-11,10,-1,2,11,1.0
-1,-20,9,3,13,1.0
-2,16,2,2,13,2.0
4,3,-4,3,9,1.7320508075688772
-3,9,-3,4,5,3.0
1,-1,-1,2,1,1.0
-2,21,-4,1,13,2.0
7,2,-3,4,11,1.4142135623730951
2,-1,-4,1,5,1.0
4,10,4,3,7,3.1622776601683795
3,3,-1,1,5,1.0
6,13,4,4,9,3.605551275463989
-3,11,-3,1,7,3.0
7,-24,-5,4,11,4.898979485566356
2,-20,-6,4,11,2.0
0,-9,-8,2,11,0.0
15,-3,-1,4,17,1.0
6,-6,-4,4,9,2.449489742783178
-10,-9,4,3,13,3.0
-4,-18,4,2,9,4.0
-2,-15,12,1,13,2.0
0,-5,0,2,9,0.0
-7,-46,7,3,13,6.782329983125268
7,-58,-13,1,21,7.0
9,-11,3,1,17,3.0
-1,-10,3,2,9,1.0
-3,6,-3,1,5,2.449489742783178
-5,-21,3,3,11,3.0
1,-3,-1,2,5,1.0
4,13,4,3,7,3.605551275463989
8,-4,-4,1,11,2.0
6,-29,-12,2,19,5.385164807134504
-8,0,2,3,9,0.0
-12,37,-4,4,19,4.0
0,17,4,2,13,0.0
2,-5,-8,4,9,2.0
-2,-11,4,2,7,2.0
-4,-15,6,3,9,3.872983346207417
3,-1,-1,2,3,1.0
-1,-23,9,4,13,1.0
-6,4,-2,4,7,2.0
-2,5,-2,1,5,2.0
10,28,4,4,13,4.0
3,9,-9,1,13,3.0
-1,1,-5,4,5,1.0
4,11,14,4,25,3.3166247903554
2,-18,0,2,15,0.0
-1,-3,-7,4,9,1.0
4,13,6,3,9,3.605551275463989
-1,-7,7,1,7,1.0
1,0,-9,2,9,0.0
10,40,6,2,15,6.0
1,-12,1,1,15,1.0
12,41,8,3,21,6.4031242374328485
5,-6,9,4,17,2.449489742783178
-2,-6,0,3,7,0.0
-14,-8,-2,2,25,2.0
-6,-15,4,2,9,3.872983346207417
-4,-2,8,3,15,1.4142135623730951
6,-7,-2,1,7,2.0
2,24,10,3,13,2.0
6,8,-4,3,13,2.8284271247461903
7,-40,-5,4,13,5.0
-10,1,0,4,11,0.0
-4,-9,0,2,9,0.0
2,0,-4,1,5,0.0
-4,-11,6,2,9,3.3166247903554
2,-29,-8,2,15,2.0
-1,-14,-1,1,13,1.0
1,-1,1,2,3,1.0
-9,-3,-1,3,11,1.0
4,11,10,4,13,3.3166247903554
1,14,-1,3,17,1.0
-1,5,7,2,9,1.0
-1,1,5,3,7,1.0
0,-2,-2,2,3,0.0
-1,0,-1,4,1,0.0
-3,15,-3,1,9,3.0
-10,-38,4,1,17,4.0
-8,59,-6,4,21,6.0
-3,8,-5,4,7,2.8284271247461903
2,-1,4,4,7,1.0
6,9,6,4,11,3.0
1,-9,3,4,9,1.0
-7,-5,-1,3,9,1.0
-2,2,4,2,7,1.4142135623730951
-3,-18,5,3,9,3.0
0,-7,-4,1,7,0.0
2,-5,-8,4,9,2.0
-2,-17,8,3,11,2.0
1,-14,-9,2,11,1.0
-4,5,-4,1,7,2.23606797749979
-6,6,2,3,9,2.0
5,-17,-3,4,9,3.0
-11,10,5,2,21,3.1622776601683795
-2,23,-10,2,13,2.0
-10,-8,-2,2,13,2.0
-5,37,-7,4,13,5.0
6,20,2,2,11,2.0
4,8,0,2,7,0.0
3,12,3,3,7,3.0
10,-8,0,4,11,0.0
-3,-9,3,4,5,3.0
4,-16,-8,4,11,4.0
0,9,-14,1,21,0.0
8,25,6,4,13,5.0
6,19,4,1,9,4.0
2,3,-4,4,7,1.7320508075688772
-10,-19,6,2,15,4.358898943540674
2,25,0,1,17,0.0
-4,12,-4,2,7,3.4641016151377544
3,19,3,4,11,3.0
7,52,5,3,23,5.0
3,-11,3,3,11,3.0
-3,5,-1,4,5,1.0
-12,7,-2,3,15,2.0
1,-1,-5,3,5,1.0
2,-10,-4,4,7,2.0
0,6,4,1,7,0.0
7,-21,-5,4,11,4.58257569495584
0,15,-8,1,13,0.0
-10,13,-2,4,11,2.0
8,-10,-2,4,9,2.0
3,3,-3,2,7,1.7320508075688772
4,25,6,3,11,4.0
2,1,0,3,3,0.0
6,-6,6,1,17,2.449489742783178
1,10,11,3,17,1.0
0,0,2,4,1,0.0
13,32,5,4,19,5.0
-2,2,0,1,3,0.0
-1,1,3,4,5,1.0
8,30,10,4,27,5.477225575051661
9,4,-3,4,13,2.0
5,12,1,1,9,1.0
4,-2,-2,4,5,1.4142135623730951
-4,23,-8,2,11,4.0
-7,4,3,2,11,2.0
-10,-41,6,3,15,6.0
1,-11,3,4,11,1.0
5,14,1,2,9,1.0
16,0,2,2,23,0.0
1,5,5,3,5,1.0
1,8,3,2,7,1.0
-2,6,6,3,9,2.0
4,-22,-6,2,9,4.0
-6,25,-4,4,11,4.0
-5,1,-1,2,5,1.0
-5,13,1,4,13,1.0
7,-5,-3,2,9,2.23606797749979
8,-34,-4,1,13,4.0
-4,32,-4,1,15,4.0
7,24,5,2,11,4.898979485566356
-7,25,-9,1,15,5.0
2,-5,4,1,9,2.0
13,31,1,1,17,1.0
-4,6,-12,3,19,2.449489742783178
-5,8,-1,2,7,1.0
4,12,10,3,15,3.4641016151377544
-13,-46,5,3,17,5.0
0,-6,-4,2,7,0.0
1,12,7,2,9,1.0
-1,2,9,2,11,1.0
-3,-1,-5,1,9,1.0
-6,65,-10,2,19,6.0
-5,1,3,2,9,1.0
0,-5,6,2,7,0.0
-2,2,-4,3,5,1.4142135623730951
7,0,5,1,11,0.0
-2,-13,4,1,9,2.0
0,-9,4,3,9,0.0
8,1,0,4,9,0.0
-2,-12,2,1,9,2.0
-6,8,0,4,9,0.0
0,4,-4,1,5,0.0
3,-10,7,4,13,3.0
-4,-3,2,3,5,1.7320508075688772
-3,-9,3,3,5,3.0
-1,-10,-1,1,11,1.0
8,-26,-4,1,11,4.0
-4,7,-4,2,7,2.6457513110645907
-6,14,0,2,11,0.0
-10,-19,2,2,11,2.0
6,0,-8,4,15,0.0
8,82,8,3,21,8.0
-2,19,2,4,17,2.0
-4,20,-6,1,9,4.0
1,-10,1,4,13,1.0
6,-28,-6,4,11,5.291502622129181
-1,-2,-5,1,7,1.0
-6,0,-8,2,13,0.0
-10,8,4,4,19,2.8284271247461903
4,31,8,1,11,4.0
-1,-3,-5,1,7,1.0
3,-14,5,4,13,3.0
1,-4,-5,2,5,1.0
0,-8,0,1,11,0.0
1,32,3,4,19,1.0
-1,-1,3,2,3,1.0
10,1,2,3,13,1.0
-6,-6,-2,2,9,2.0
4,-3,4,4,9,1.7320508075688772
3,0,-3,1,5,0.0
9,0,5,4,17,0.0
1,1,-3,1,5,1.0
0,7,10,3,11,0.0
13,-45,-9,4,21,6.708203932499369
-3,22,-3,1,13,3.0
4,-11,-4,4,7,3.3166247903554
-1,-16,3,4,11,1.0
0,13,-2,3,13,0.0
0,19,4,3,13,0.0
-13,-60,5,3,25,5.0
-2,-6,4,3,5,2.0
1,13,-3,3,13,1.0
-2,10,-8,1,9,2.0
5,-8,5,3,13,2.8284271247461903
3,14,9,1,11,3.0
10,-30,-4,4,13,4.0
-2,5,-10,2,11,2.0
3,7,5,3,7,2.6457513110645907
-12,-35,0,3,21,0.0
-10,25,-8,2,21,5.0
0,15,2,3,13,0.0
-12,-80,8,1,21,8.0
-9,-16,5,2,13,4.0
0,11,2,2,11,0.0
-1,-30,3,4,23,1.0
3,0,1,1,3,0.0
-3,7,1,3,9,1.0
-3,27,-3,4,17,3.0
-4,-12,14,2,21,3.4641016151377544
1,-1,-3,1,3,1.0
0,-2,4,3,5,0.0
-2,11,0,1,11,0.0
3,4,1,2,5,1.0
5,-6,7,2,15,2.449489742783178
-2,1,-2,3,3,1.0
2,0,4,4,5,0.0
-6,4,0,3,7,0.0
-6,17,-6,2,11,4.123105625617661
-6,5,-4,4,9,2.23606797749979
7,5,1,1,7,1.0
7,79,11,3,21,7.0
-7,52,-7,1,19,7.0
-9,20,-1,1,13,1.0
2,-7,4,3,9,2.0
-1,-3,-5,2,7,1.0
-8,-13,2,4,9,2.0
5,-42,-9,3,15,5.0
10,8,6,1,21,2.8284271247461903
-11,12,-1,3,13,1.0
10,-6,2,1,15,2.0
1,10,1,3,11,1.0
-4,13,0,3,11,0.0
-6,22,-6,3,11,4.69041575982343
3,8,7,1,9,2.8284271247461903
-1,-1,-3,2,5,1.0
-4,-3,0,4,5,0.0
8,13,2,3,9,2.0
3,-20,-7,4,9,3.0
8,-41,-4,4,17,4.0
-2,-11,-4,2,11,2.0
-3,22,-9,1,11,3.0
-3,5,1,2,7,1.0
-5,-6,3,4,7,2.449489742783178
0,-1,10,3,11,0.0
3,7,-1,1,9,1.0
-3,-5,3,2,5,2.23606797749979
7,-12,-1,1,9,1.0
2,21,6,4,11,2.0
-8,18,-4,4,11,4.0
5,2,3,3,7,1.4142135623730951
-6,9,-2,4,7,2.0
2,-11,-4,4,7,2.0
-1,12,9,1,15,1.0
-4,-21,6,2,9,4.0
-6,-12,0,3,9,0.0
10,-3,4,1,17,1.7320508075688772
-5,17,-5,1,9,4.123105625617661
-4,7,-6,4,9,2.6457513110645907
-9,31,-5,1,13,5.0
5,8,-3,1,11,2.8284271247461903
-9,-2,5,2,15,1.4142135623730951
7,-9,1,2,11,1.0
2,-9,-4,2,7,2.0
7,-13,1,4,11,1.0
5,-7,-3,1,7,2.6457513110645907
-2,13,-4,4,9,2.0
-9,19,-3,2,11,3.0
0,10,0,2,13,0.0
3,-6,1,1,7,1.0
-6,-12,4,2,9,3.4641016151377544
6,-10,-2,3,7,2.0
7,26,7,4,13,5.0990195135927845
1,1,-1,2,3,1.0
-4,25,-12,4,21,4.0
-3,-5,3,2,5,2.23606797749979
-8,-8,4,1,11,2.8284271247461903
8,-33,-4,2,13,4.0
-3,-3,1,3,3,1.0
3,-8,9,3,15,2.8284271247461903
3,9,-7,3,13,3.0
-1,3,-1,1,5,1.0
-3,-1,-1,2,5,1.0
0,23,-6,2,15,0.0
3,-10,1,3,11,1.0
-11,13,-3,1,13,3.0
1,-9,-5,3,7,1.0
0,6,-4,1,7,0.0
5,-4,-7,1,11,2.0
1,-5,1,2,7,1.0
3,23,3,3,13,3.0
-7,21,-9,2,15,4.58257569495584
16,-37,-6,2,21,6.0
-3,-16,1,3,11,1.0
-3,12,-7,4,9,3.0
4,-31,-4,4,15,4.0
-2,-23,8,1,11,2.0
4,12,2,3,7,2.0
-4,-3,0,2,5,0.0
3,-20,5,4,19,3.0
-8,13,-6,2,13,3.605551275463989
0,18,-2,1,17,0.0
2,-4,-10,3,11,2.0
-7,-14,3,2,9,3.0
0,-13,0,1,15,0.0
0,10,0,1,13,0.0
8,-26,-4,1,11,4.0
-2,5,-4,4,5,2.0
2,-7,-2,2,7,2.0
1,11,13,3,17,1.0
-4,-1,-10,1,15,1.0
-2,-8,-8,1,13,2.0
-10,3,-6,3,17,1.7320508075688772
1,-3,3,3,5,1.0
10,-45,-8,2,17,6.708203932499369
-8,6,2,1,11,2.0
-1,-7,5,3,7,1.0
6,1,6,4,13,1.0
5,-10,-3,1,7,3.0
0,-5,-2,4,7,0.0
-3,7,-1,2,7,1.0
4,-2,-8,1,13,1.4142135623730951
2,-4,-4,1,5,2.0
-9,-13,3,3,11,3.0
11,-39,-7,2,17,6.244997998398398
5,10,-1,3,9,1.0
-2,4,2,1,7,2.0
-7,-20,7,3,13,4.47213595499958
1,12,13,2,17,1.0
4,-16,-4,1,7,4.0
1,8,9,2,9,1.0
-7,-18,5,2,11,4.242640687119285
-2,-3,-4,1,7,1.7320508075688772
4,7,6,1,9,2.6457513110645907
-1,6,-3,1,5,1.0
8,10,4,3,11,3.1622776601683795
5,-1,1,3,7,1.0
7,19,11,2,19,4.358898943540674
6,26,6,3,11,5.0990195135927845
4,12,-4,1,13,3.4641016151377544
12,-12,0,1,19,0.0
1,19,9,4,13,1.0
-1,6,-1,1,7,1.0
7,34,3,3,17,3.0
-2,10,2,4,11,2.0
4,-12,-4,1,7,3.4641016151377544
-4,-4,8,3,11,2.0
-3,-15,-7,4,17,3.0
0,7,2,4,9,0.0
4,3,4,4,7,1.7320508075688772
3,-10,-5,1,7,3.0
1,0,-5,1,5,0.0
-1,0,-3,4,3,0.0
5,-18,-3,2,9,3.0
8,3,-4,3,15,1.7320508075688772
2,-8,0,3,9,0.0
9,-50,-11,1,19,7.0710678118654755
3,-5,-1,4,5,1.0
0,-1,-2,3,3,0.0
-8,-5,4,2,11,2.23606797749979
9,-15,-1,4,11,1.0
5,24,5,3,9,4.898979485566356
0,-9,4,3,9,0.0
2,-4,-2,1,3,2.0
-6,10,2,1,11,2.0
5,-5,1,2,7,1.0
1,10,-3,3,11,1.0
-1,-3,-3,1,5,1.0
7,29,1,2,15,1.0
-6,6,-4,3,9,2.449489742783178
0,21,12,3,21,0.0
3,-22,3,1,17,3.0
5,2,-1,3,7,1.0
1,-2,-3,4,3,1.0
3,-26,-5,2,13,3.0
-3,11,-1,2,9,1.0
12,-39,-4,1,17,4.0
-7,-13,5,3,11,3.605551275463989
-6,-4,-8,2,21,2.0
8,42,4,2,17,4.0
-5,-18,1,1,11,1.0
1,-1,3,4,5,1.0
0,15,0,1,15,0.0
9,-30,-7,1,15,5.477225575051661
0,-1,6,4,7,0.0
-5,27,-9,2,13,5.0
2,4,-4,1,7,2.0
-4,3,2,4,7,1.7320508075688772
6,20,2,3,11,2.0
14,-32,0,4,25,0.0
5,-12,-1,4,9,1.0
-8,12,-4,3,11,3.4641016151377544
-5,17,-1,4,11,1.0
11,52,5,3,33,5.0
0,9,4,2,9,0.0
-10,-49,4,1,17,4.0
-6,19,-2,4,11,2.0
16,-24,-6,3,23,4.898979485566356
6,-9,-2,2,7,2.0
9,-24,-5,4,13,4.898979485566356
6,16,4,1,9,4.0
-6,-34,8,3,13,5.830951894845301
-6,43,-6,1,15,6.0
4,-17,-8,3,11,4.0
-5,0,3,4,7,0.0
-3,-1,1,4,3,1.0
5,-12,-5,2,9,3.4641016151377544
-10,18,-4,2,13,4.0
-10,-14,0,3,13,0.0
1,-2,-1,4,3,1.0
0,-21,-4,2,17,0.0
4,-10,6,3,13,3.1622776601683795
-3,16,1,2,15,1.0
-2,-16,4,3,9,2.0
13,-37,-5,2,19,5.0
4,9,4,4,7,3.0
-6,-8,-8,3,27,2.8284271247461903
-5,-24,5,3,9,4.898979485566356
-1,5,7,2,9,1.0
6,-3,0,4,7,0.0
3,1,-3,4,7,1.0
0,-2,4,2,5,0.0
0,18,-10,4,17,0.0
8,-39,-6,4,13,6.0
1,-7,7,3,9,1.0
1,7,-1,3,9,1.0
-3,10,-5,1,7,3.0
1,-8,-5,4,7,1.0
-2,12,10,4,15,2.0
6,-8,0,1,9,0.0
7,-23,-5,1,11,4.795831523312719
4,9,-4,1,11,3.0
1,3,1,3,5,1.0
-3,13,-1,2,11,1.0
8,-23,-6,4,13,4.795831523312719
8,-55,-6,3,19,6.0
-3,-17,1,3,13,1.0
-11,13,-3,4,13,3.0
1,-5,3,1,7,1.0
3,-2,-3,4,5,1.4142135623730951
6,11,8,4,13,3.3166247903554
-1,-10,-5,4,11,1.0
-4,-11,8,3,11,3.3166247903554
0,-5,4,2,7,0.0
3,10,-7,1,17,3.0
1,-20,9,1,21,1.0
-9,10,1,2,13,1.0
1,0,3,3,3,0.0
0,9,-10,2,11,0.0
-1,-15,9,2,11,1.0
-3,-8,1,1,7,1.0
-2,8,-4,3,5,2.0
4,-1,0,1,5,0.0
-8,24,-8,3,19,4.898979485566356
-4,-31,12,1,15,4.0
1,-6,1,3,9,1.0
4,-5,0,4,7,0.0
5,-8,3,4,11,2.8284271247461903
5,18,9,3,13,4.242640687119285
-3,11,-9,3,11,3.0
1,4,1,2,5,1.0
4,-13,-8,1,11,3.605551275463989
-4,3,2,2,7,1.7320508075688772
-16,-6,-2,3,31,2.0
-4,-7,2,4,5,2.0
5,5,-7,1,13,2.23606797749979
1,12,5,2,9,1.0
-3,2,-3,2,5,1.4142135623730951
10,22,-2,3,21,2.0
1,-10,-1,3,11,1.0
1,-24,11,1,19,1.0
-1,-1,-5,3,7,1.0
0,-17,-4,4,17,0.0
-6,-17,2,2,9,2.0
